Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,PrimarySample
Martha Coolidge Wetzel,Trustee,Illinois Wesleyan University,,,"Co-Owner, Diet for Health",295.0,,184616310.0,145646.0,False
Phillip E. White,Trustee,Illinois Wesleyan University,,,"Chairman, Informix",295.0,,184616310.0,145646.0,False
John W. Moore,President,Indiana State University,,Rutgers BA; Indiana MA; Penn State PhD,"Associate Vice President, University of Vermont; Executive Vice President, Old Dominion University; President, Society of College and University Planning; President, California State University, Stanislaus",295.0,,86420138.0,151324.0,True
Barbara J. Asay,Administrative Assistant,Indiana State University,,,,295.0,,86420138.0,151324.0,True
Richard H. Wells,Provost,Indiana State University,,,,295.0,,86420138.0,151324.0,True
Richard H. Wells,"Vice President, Academic Affairs",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Robert E. Schafer,"Vice President, Administration",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Robert E. Schafer,Secretary,Indiana State University,,,,295.0,,86420138.0,151324.0,True
Marilyn F. Schultz,"Vice President, Planning and Budgets",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Paul T. Edgerton,"Vice President, Student Affairs",Indiana State University,,,,295.0,,86420138.0,151324.0,True
J. Robert Quatroche,"Vice President, University Advancement",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Bruce Mack,"Assistant Vice President, University Development",Indiana State University,,,"Regional Director, Development and Director, Development, College of Liberal Arts, Pennsylvania State University",295.0,,86420138.0,151324.0,True
David Zaun,"Assistant Vice President, University Relations",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Louis R. Jensen,"Dean, Continuing Education and Instructional Services",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Ellen Watson,"Dean, Library Services",Indiana State University,,,,295.0,,86420138.0,151324.0,True
John P. Newton,"Executive Director, Alumni Affairs",Indiana State University,,,,295.0,,86420138.0,151324.0,True
David Dittman,"Senior Development Director, University Advancement",Indiana State University,,,"Career: Assistant Director, Development, Duke University",295.0,,86420138.0,151324.0,True
Vacant,"Director, Admissions",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Tom Rios,"Director, Career Center",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Andrea Meyers,"Director, Intercollegiate Athletics",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Teresa D. Exline,"Director, Public Affairs",Indiana State University,,,,295.0,,86420138.0,151324.0,True
Robert D. Sackett,Controller,Indiana State University,,,,295.0,,86420138.0,151324.0,True
Melony Sacopules,General University Counsel,Indiana State University,,,,295.0,,86420138.0,151324.0,True
Joseph Weilmann,Dean,Indiana State University,College of Arts and Sciences,,,295.0,,86420138.0,151324.0,True
Leona Gallion,Dean,Indiana State University,School of Business,,,295.0,,86420138.0,151324.0,True
Rebecca Liber,Dean,Indiana State University,School of Education,,,295.0,,86420138.0,151324.0,True
Barbara A. Passmore,Dean,Indiana State University,School of Health and Human Performance,,,295.0,,86420138.0,151324.0,True
Bonnie Saucier,Dean,Indiana State University,School of Nursing,,,295.0,,86420138.0,151324.0,True
Tad Foster,Dean,Indiana State University,School of Technology,,,295.0,,86420138.0,151324.0,True
Bernice Bass de Martinez,Dean,Indiana State University,School of Graduate Studies,,,295.0,,86420138.0,151324.0,True
Michael P. Benway,Trustee,Indiana State University,,,"Affiliation: Superintendent of Schools Valparaiso, IN",295.0,,86420138.0,151324.0,True
Richard T. Bonds,Trustee,Indiana State University,,,"Affiliation: Employee Relations Manager Indianapolis, IN",295.0,,86420138.0,151324.0,True
Donald W. Buttrey,Vice President,Indiana State University,,,"Affiliation: Attorney Indianapolis, IN",295.0,,86420138.0,151324.0,True
Jerry C. Dooley,Trustee,Indiana State University,,,Affiliation: Hospital Chief Executive Officer,295.0,,86420138.0,151324.0,True
Barbara P. House,Secretary,Indiana State University,,,,295.0,,86420138.0,151324.0,True
Donald E. Smith,Trustee,Indiana State University,,,,295.0,,86420138.0,151324.0,True
John P. Stelle,Trustee,Indiana State University,,,"Affiliation: Superior Court Judge Brazil, IN",295.0,,86420138.0,151324.0,True
Bryan Wooden,Trustee,Indiana State University,,,,295.0,,86420138.0,151324.0,True
Charlotte T. Zietlow,President,Indiana State University,,,"Affiliation: Economic Development Coordinator Bloomington, IN",295.0,,86420138.0,151324.0,True
Myles Brand,President,Indiana University System,,Rensselaer Poly BS; Rochester PhD,"Assistant Chair, Philosophy Department, University of Pittsburgh; Chair, Philosophy Department, University of Illinois-Chicago; Dean of the Faculty, Social and Behavioral Sciences and Dean, Arts and Sciences, University of Arizona; Provost and Vice President, Academic Affairs, Ohio State University, 1986-89; President, University of Oregon, 1989-94",296.0,,,,False
Christopher Simpson,Special Counsel To The President,Indiana University System,,,,296.0,,,,False
Christopher Simpson,"Vice President, Public Affairs And Government Relations",Indiana University System,,,,296.0,,,,False
Herman B. Wells,Chancellor,Indiana University System,,,,296.0,,,,False
Judith G. Palmer,Vice President,Indiana University System,,,,296.0,,,,False
Judith G. Palmer,Chief Financial Officer,Indiana University System,,,,296.0,,,,False
Kenneth R.R. Gros Louis,"Vice President, Academic Affairs",Indiana University System,Indiana University Bloomington,,,296.0,,,,False
Kenneth R.R. Gros Louis,Chancellor,Indiana University System,Indiana University Bloomington,,,296.0,,,,False
J. Terry Clapacs,"Vice President, Administration",Indiana University System,,,,296.0,,,,False
Michael A. McRobbie,"Vice President, Information Technology",Indiana University System,,,,296.0,,,,False
Gerald L. Bepko,"Vice President, Long-Range Planning",Indiana University System,Indiana University-Purdue University Indianapolis,,,296.0,,,,False
Gerald L. Bepko,Chancellor,Indiana University System,Indiana University-Purdue University Indianapolis,,,296.0,,,,False
George E. Walker,"Vice President, Research",Indiana University System,,,,296.0,,,,False
George E. Walker,"Dean, Graduate School",Indiana University System,,,,296.0,,,,False
Robin Gress,Secretary to the Board,Indiana University System,,,,296.0,,,,False
Steven A. Miller,Treasurer of the Board,Indiana University System,,,,296.0,,,,False
Dorothy J. Frapwell,University Counsel,Indiana University System,,,,296.0,,,,False
Kenneth R.R. Gros Louis,Chancellor,Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Kenneth R.R. Gros Louis,"Vice President, Academic Affairs",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Maynard Thompson,Vice Chancellor,Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Maynard Thompson,"Dean, Budgetary Administration And Planning",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Moya Andrews,"Vice Chancellor, Academic Affairs",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Moya Andrews,"Dean, Faculties (Acting)",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Donald Hossler,"Vice Chancellor, Enrollment Services (Acting)",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Perry Metz,"Assistant Vice President, External Affairs",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Jeremy Dunning,"Dean, School Of Continuing Studies",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Jeremy Dunning,Professor,Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Richard McKaig,Dean of Students,Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Jean Robinson,"Dean, Women's Affairs",Indiana University Bloomington,,,Member of the Board,296.0,,4210119109.0,151351.0,True
Vacant,"Executive Director, State and Federal Relations",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Mary Ellen Anderson,"Director, Admissions",Indiana University Bloomington,,,,296.0,,4210119109.0,151351.0,True
Russell Hanson,Acting Dean,Indiana University Bloomington,College of Arts and Sciences,,,296.0,,4210119109.0,151351.0,True
Alan B. McNabb,"Director, Placement",Indiana University Bloomington,College of Arts and Sciences,,,296.0,,4210119109.0,151351.0,True
Dan Dalton,Dean,Indiana University Bloomington,School of Business,,,296.0,,4210119109.0,151351.0,True
C. Randall Powell,Assistant Dean,Indiana University Bloomington,School of Business,,,296.0,,4210119109.0,151351.0,True
C. Randall Powell,"Director, Placement",Indiana University Bloomington,School of Business,,,296.0,,4210119109.0,151351.0,True
Donald Warren,Dean,Indiana University Bloomington,School of Education,,,296.0,,4210119109.0,151351.0,True
Tony Mobley,Dean,Indiana University Bloomington,"School of Health, Physical Education and Recreation",,,296.0,,4210119109.0,151351.0,True
Trevor Brown,Dean,Indiana University Bloomington,School of Journalism,,,296.0,,4210119109.0,151351.0,True
"Alfred C. Aman, Jr.",Dean,Indiana University Bloomington,School of Law,,,296.0,,4210119109.0,151351.0,True
Blaise Cronin,Dean,Indiana University Bloomington,School of Library and Information Science,,,296.0,,4210119109.0,151351.0,True
Robert W. Holden,Dean,Indiana University Bloomington,School of Medicine,,,296.0,,4210119109.0,151351.0,True
David Woods,Dean,Indiana University Bloomington,School of Music,,,296.0,,4210119109.0,151351.0,True
Richard Lathom,"Director, Placement",Indiana University Bloomington,School of Music,,,296.0,,4210119109.0,151351.0,True
Gerald Lowther,Dean,Indiana University Bloomington,School of Optometry,,,296.0,,4210119109.0,151351.0,True
A. James Barnes,Dean,Indiana University Bloomington,School of Public and Environmental Affairs,,,296.0,,4210119109.0,151351.0,True
Richard McGarvey,"Director, SPEA Placement & Internship",Indiana University Bloomington,School of Public and Environmental Affairs,,,296.0,,4210119109.0,151351.0,True
David J. Fulton,Chancellor,Indiana University East,,,,296.0,,4210135278.0,151388.0,False
M. Diane Roberts,"Vice Chancellor, Academic Affairs",Indiana University East,,,,296.0,,4210135278.0,151388.0,False
Benjamin Young,"Vice Chancellor, Enrollment Services",Indiana University East,,,,296.0,,4210135278.0,151388.0,False
Joanne Lally Matika,"Vice Chancellor, External Relations and Development",Indiana University East,,,,296.0,,4210135278.0,151388.0,False
Jana Lehman,"Director, Admissions",Indiana University East,,,,296.0,,4210135278.0,151388.0,False
Ruth Jansen Person,Chancellor,Indiana University Kokomo,,,"Vice President, Academic Affairs and Professor, Angelo State University",297.0,,4210136381.0,151333.0,False
Stuart Green,"Vice Chancellor, Academic Affairs",Indiana University Kokomo,,,,297.0,,4210136381.0,151333.0,False
"Raymond F. Bonhomme, Jr.","Vice Chancellor, Administration and Finance",Indiana University Kokomo,,,,297.0,,4210136381.0,151333.0,False
Thomas L. Allen,"Vice Chancellor, External Relations",Indiana University Kokomo,,,,297.0,,4210136381.0,151333.0,False
Gordon Welty,"Vice Chancellor, Information Technology",Indiana University Kokomo,,,,297.0,,4210136381.0,151333.0,False
Jack Tharp,"Vice Chancellor, Student Services",Indiana University Kokomo,,,,297.0,,4210136381.0,151333.0,False
Rochelle Kelz,Dean,Indiana University Kokomo,Arts and Sciences,,,297.0,,4210136381.0,151333.0,False
Darren Bush,"Director, Admissions",Indiana University Kokomo,,,,297.0,,4210136381.0,151333.0,False
Timothy J. Sehr,"Director, Planning and Institutional Research",Indiana University Kokomo,,,,297.0,,4210136381.0,151333.0,False
Bruce W. Bergland,Chancellor,Indiana University Northwest,,Iowa State 1966; Stanford 1970 PhD,"Assistant Professor, Education and Psychology, Northwestern University; Vice Chancellor, Planning, University of Colorado at Denver; Executive Vice Chancellor and Professor, Psychology, University of Hawaii-Oahu; Vice President, Academic and Student Affairs, Trinity College, Burlington, Vermont",297.0,,4210093298.0,151360.0,False
Marilyn E. Vasquez,"Vice Chancellor, Academic Affairs (Acting)",Indiana University Northwest,,,,297.0,,4210093298.0,151360.0,False
John K. Black,"Vice Chancellor, Administrative and Fiscal Affairs",Indiana University Northwest,,,,297.0,,4210093298.0,151360.0,False
B. S. Pankey,"Vice Chancellor, External Affairs",Indiana University Northwest,,,,297.0,,4210093298.0,151360.0,False
Donald L. Steward,"Vice Chancellor, Information Technology",Indiana University Northwest,,,"Chief Information Officer, State University of New York College at Fredonia",297.0,,4210093298.0,151360.0,False
Ernest T. Smith,"Vice Chancellor, Student Services",Indiana University Northwest,,,,297.0,,4210093298.0,151360.0,False
William Lee,"Director, Admissions, Financial Aid and Scholarships",Indiana University Northwest,,,,297.0,,4210093298.0,151360.0,False
Michael A. Wartell,Chancellor,Indiana University Purdue University Fort Wayne,,New Mexico; Yale,"Department Chair and Associate Professor, Chemistry, Metropolitan State College, Denver, 1975-78; Dean, School of Natural Sciences and Mathematics and Professor, Chemistry, Slippery Rock College, 1978-79; Dean, College of Letters and Sciences and Professor, Chemistry, James Madison University, 1979-84; Provost, Vice President, Academic Affairs and Professor, Chemistry, Humbolt State University, 1984-89; Department Manager, Sandia National Laboratories, 1989-93",297.0,,4210130184.0,151102.0,False
Fenwick W. English,"Vice Chancellor, Academic Affairs",Indiana University Purdue University Fort Wayne,,,Member of the Board,297.0,,4210130184.0,151102.0,False
Walter J. Branson,"Vice Chancellor, Financial Affairs",Indiana University Purdue University Fort Wayne,,,,297.0,,4210130184.0,151102.0,False
Frank L. Borelli,"Vice Chancellor, Student Affairs",Indiana University Purdue University Fort Wayne,,,,297.0,,4210130184.0,151102.0,False
Carol Isaacs,"Director, Admissions and Enrollment Management (Acting)",Indiana University Purdue University Fort Wayne,,,,297.0,,4210130184.0,151102.0,False
Doug Neitzel,"Director, Academic Counseling & Career Services",Indiana University Purdue University Fort Wayne,,,,297.0,,4210130184.0,151102.0,False
Evangelos Coufoudakis,Dean,Indiana University Purdue University Fort Wayne,School of Arts and Sciences,,,297.0,,4210130184.0,151102.0,False
Ahmad Karim,Dean (Acting),Indiana University Purdue University Fort Wayne,School of Business and Management Sciences,,,297.0,,4210130184.0,151102.0,False
Roberta Weiner,Dean,Indiana University Purdue University Fort Wayne,School of Education,,,297.0,,4210130184.0,151102.0,False
G. Allan Pugh,Dean (Acting),Indiana University Purdue University Fort Wayne,School of Engineering and Technology,,,297.0,,4210130184.0,151102.0,False
Benjamin C. Cheisty,Dean,Indiana University Purdue University Fort Wayne,School of Fine and Performing Arts,,,297.0,,4210130184.0,151102.0,False
James E. Jones,Dean,Indiana University Purdue University Fort Wayne,School of Health Sciences,,,297.0,,4210130184.0,151102.0,False
Gerald L. Bepko,Chancellor,Indiana University Purdue University Indianapolis,,,,297.0,,55769427.0,151111.0,True
Gerald L. Bepko,"Vice President, Long-Range Planning",Indiana University Purdue University Indianapolis,,,,297.0,,55769427.0,151111.0,True
William M. Plater,Executive Vice Chancellor,Indiana University Purdue University Indianapolis,,,,297.0,,55769427.0,151111.0,True
William M. Plater,"Dean, Faculties",Indiana University Purdue University Indianapolis,,,,297.0,,55769427.0,151111.0,True
Robert E. Martin,"Vice Chancellor, Administration and Finance",Indiana University Purdue University Indianapolis,,,,297.0,,55769427.0,151111.0,True
Cheryl Sullivan,"Vice Chancellor, External Affairs",Indiana University Purdue University Indianapolis,,,,297.0,,55769427.0,151111.0,True
Trudy Banta,"Vice Chancellor, Planning and Institutional Improvement",Indiana University Purdue University Indianapolis,,,,297.0,,55769427.0,151111.0,True
