Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Chris Gabrieli,Trustee,Clark University,,,,,,,,130785548.0,165334.0,,,Trustee,True,
Ross D. Gillman,Alumni Trustee,Clark University,,Clark U 1981 BA; Cornell 1985 JD,,,,,,130785548.0,165334.0,,,Trustee,True,
Victoria Andresen Grey,Alumni Trustee,Clark University,,,,,,,,130785548.0,165334.0,,,Trustee,True,
Lawrence M. Hershoff,Trustee,Clark University,,,,,,,,130785548.0,165334.0,,,Trustee,True,
George DiRado,Trustee,Clark University,,,,,,,,130785548.0,165334.0,,,Trustee,True,
David H. Strassler,Trustee,Clark University,,,,,,,,130785548.0,165334.0,,,Trustee,True,
Terry L. Brown,Trustee,Clarkson University,,Clarkson U 1972 BS,"Chairman and Chief Executive Officer, O'Brien & Gere Inc5000 Brittonfield Parkway, East Syracuse, NY 13057",,,,,16944753.0,190044.0,,,Trustee,True,
William F. Helmer,Trustee,Clarkson University,,Clarkson U 1956,"President, Helmer-Cronin Construction, InciDia TO",,,,,16944753.0,190044.0,,,Trustee,True,
Everett G. Foster,Chairman,Clarkson University,,Colgate BS; Boston U MBA,"Managing Director, RBC Dain Rauscher Inc60 South Sixth Street, Minneapolis, MN 55402-4422 msiogisbralo di",,,,,16944753.0,190044.0,,,Board President,True,
Richard R. Griffith,Trustee,Clarkson University,,,"President, Sturges Manufacturing, Inc2030 Sunset Avenue, Utica, NY 13502Tel: (315) 732-6159",,,,,16944753.0,190044.0,,,Trustee,True,
Daniel C. Heintzelman,Trustee,Clarkson University,,Clarkson U 1979,"Senior Vice President, Energy Services, GE Energy am list4200 Wildwood Parkway, Atlanta, GA 30339vasint toniO inscagolovstTel: (678) 844-6000",,,,,16944753.0,190044.0,,,Trustee,True,
Dianna Jones Herrmann,Trustee,Clarkson University,,,"Partner, Gibson, Dunn & Crutcher LLP333 South Grand Avenue, Los Angeles, CA 90071-3197",,,,,16944753.0,190044.0,,,Trustee,True,
"Michael E. ""Mike"" Jesanis",Trustee,Clarkson University,,"Clarkson U 1978 BS, 1979 MS; Wharton 1983 MBA","Principal, Serrafix Corporation65 East India Row, Suite 2D, Boston, MA 02110Tel: (877) 737-7239",,,,,16944753.0,190044.0,,,Trustee,True,
"John B. Johnson, Jr.",Trustee,Clarkson University,,,"Editor and Co-Publisher, Watertown Daily Times oneti",,,,,16944753.0,190044.0,,,Trustee,True,
Georgia Keresty,Trustee,Clarkson University,,"Clarkson U 1983; Ramapo 1985; Pace 1988 MSA;Rutgers 1992 MBA, 1998 PhD",,,,,,16944753.0,190044.0,,,Trustee,True,
John R. Laing,Trustee,Clarkson University,,Toronto BS; Chicago PhD,"Senior Vice President, Xerox Corporation 102 fro",,,,,16944753.0,190044.0,,,Trustee,True,
"Earl R. ""Skip"" Lewis",Trustee,Clarkson University,,Clarkson Col 1966 BS,"Chairman, President and Chief Executive Officer,FLIR Systems, Inc27700A SW Parkway Avenue, Wilsonville, OR 97070 7 20 harneTel: (503) 498-3547",,,,,16944753.0,190044.0,,,Trustee,True,
Raymond A. Meier,Trustee,Clarkson University,,"Syracuse 1974 BA, 1976 JD","Co-Chair, Administrative/Legislative/Regulatory,Bond. Schoeneck & King, PLLCOne Lincoln Center, Syracuse, NY 13202-1355Tel: (315) 218-8108",,,,,16944753.0,190044.0,,,Trustee,True,
James T. Milde,Trustee,Clarkson University,,St Lawrence 1982 BA; Clarkson U 1983 MBA,,,,,,16944753.0,190044.0,,,Trustee,True,
Kevin T. Parker,Trustee,Clarkson University,,Clarkson U 1981 BS,"President and Chief Executive Officer, DeltekSystems, Inc 13880 Dulles Corner Lane, Herndon, VA 20171 sadAoM pr",,,,,16944753.0,190044.0,,,Trustee,True,
W. Hollis Petersen,Trustee,Clarkson University,,,,,,,,16944753.0,190044.0,,,Trustee,True,
Frank R. Schmeler,Trustee,Clarkson University,,Clarkson U 1964 BA,"Chairman, Albany International Corp. (2006-2008)",,,,,16944753.0,190044.0,,,Trustee,True,
Scott D. Smith,Trustee,Clarkson University,,Clarkson U 1983 BS,"President, Global Sales and Marketing, ModusLinkCorporation1100 Winter Street, Suite 4600, Waltham, MA 02451 slasBTel: (781) 663-5000",,,,,16944753.0,190044.0,,,Trustee,True,
Jean E. Spence,Trustee,Clarkson University,,Clarkson U 1979 BS; Manhattan Col MB M amogA nom,"Executive Vice President, Global Technology and of O Ouality, Kraft Foods IncThree Lakes Drive, Northfield, IL 60093-2753Tel: (847) 646-2000",,,,,16944753.0,190044.0,,,Trustee,True,
David A. Taylor,Trustee,Clarkson University,,,"Director, Player Personnel, Dallas Stars, L.P2601 Avenue of the Stars, Frisco, TX 75034",,,,,16944753.0,190044.0,,,Trustee,True,
Steven M. Tritman,Trustee,Clarkson University,,Clarkson U 1968,,,,,,16944753.0,190044.0,,,Trustee,True,
James F. Wood,Trustee,Clarkson University,,Clarkson U 1964,"President and Chief Executive Officer, Babcock Power Inc",,,,,16944753.0,190044.0,,,Trustee,True,
Elizabeth A. Fessenden,Trustee,Clarkson University,,"Clarkson U BSEE, MBA, MS","Principal, American Capital Strategies, Ltd19vO",,,,,16944753.0,190044.0,,,Trustee,True,
Mary Kay Woods,Trustee,Clarkson University,,Clarkson U 1982,"Partner, KPMG LLP345 Park Avenue, New York, NY 10154-0102",,,,,16944753.0,190044.0,,,Trustee,True,
Lawrence J. Delaney,Trustee,Clarkson University,,Clarkson U 1957,"Executive Vice President, Operations, The Titan Corporation (2004-2006)",,,,,16944753.0,190044.0,,,Trustee,True,
Jason R. Currie,Trustee,Clarkson University,,"Clarkson U 1977 BS; Cornell 1981 MS, 1984 PhD",,,,,,16944753.0,190044.0,,,Trustee,True,
Charles R. Craig,Trustee,Clarkson University,,Dickinson Col BS; Minnesota,,,,,,16944753.0,190044.0,,,Trustee,True,
Anthony G. Collins,Ex Officio Trustee,Clarkson University,,,,,,,,16944753.0,190044.0,,,"Trustee, Ex Officio",True,
"Bayard D. Clarkson, Jr",Trustee,Clarkson University,,Harvard BS; Boston U MD,,,,,,16944753.0,190044.0,,,Trustee,True,
"Bayard D. Clarkson, Jr",Trustee,Clarkson University,,Yale 1948 BA; Columbia 1952 MD,,,,,,16944753.0,190044.0,,,Trustee,True,
Karel K. Czanderna,Trustee,Clarkson University,,,,,,,,16944753.0,190044.0,,,Trustee,True,
"William H. ""Billy"" Davis, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Walter Dantzler,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"James P. Creel, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
James R. Courie,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"John L. Cote, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Jack W. Carter, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Chalmers R. Carr III,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Darryl C. Caldwell,Board Member,Clemson University,,Clemson 1991 BS; North Carolina Central 1999 JD,"Attorney, Duff, White & Boykin, Lic 3700 Forest Drive, Suite 404, Columbia, SC 29204",,,,,8078737.0,217882.0,,,Member,True,
Julie Godshall Brown,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"James A. ""Jim"" Bull IV",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"William Philip ""Phil"" Bradley",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Berry Kenneth ""Ken"" Bolt",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Sterling W. Beckman,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Louis P. Batson III,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Raymond H. ""Ray"" Anderson, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
William E. Williams III,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
William H. Burton,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
C. Green DesChamps II,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Samuel Dozier,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Tom B. LaRoche,Board Member,Clemson University,,,"Executive Vice President and Chief Administrative Officer, Davis & Floyd P.O. Box 61599, North Charleston, SC 29419 Tel: (843) 554-8602",,,,,8078737.0,217882.0,,,Member,True,
John M.S. Hoefer,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Lewis F. Holmes III,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Leonard L. ""Len"" Hutchinson",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Anne Lucious Kleitches,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
C. Diane Smock,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Melissa Cooke Lloyd,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Eleanor H. Mann,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Michael J. ""Mike"" Maxwell",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Thomas P. McMeekin,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Daniel E. ""Dan"" McNiel",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"David S. Merritt, Jr.",Board Member,Clemson University,,,"Associate Administrator, Office of Citizens Services and Communications, United States General Services Administration",,,,,8078737.0,217882.0,,,Member,True,
"James G. Padgett, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Mary Joy ""M J"" Pizzella",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Neil C. Robinson, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Joseph D. Schofield III,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"F. K. ""Kin"" Hill, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
E. Guy Hendrix,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
T. B. Harper,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Marsha Harper,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Kim Wilkerson,Board Member,Clemson University,,,"President, Bank of America South Carolina, Bank of America Corporation, 100 North Tryon Street, Charlotte, NC 28255, Tel: (803) 255-7476",,,,,8078737.0,217882.0,,,Member,True,
"Marshall ""Sonny"" White, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Irvine T. Welling III,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Lawrence L. ""Landy"" Weathers",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"James T. ""Jim"" Vaughn",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"R. S. ""Sims"" Tompkins",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Joseph F. ""Joe"" Thompson",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Robert W. Shepard,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
James W. Taylor,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"David G. ""Gray"" Suggs",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Michael K. Drakeford,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Steve Dudash,Board Member,Clemson University,,,"Partner, Design Works 50 George Street, Charleston, SC 29401 Patrick A. ""Pat"" Duncan Tel: (843) 723-5525",,,,,8078737.0,217882.0,,,Member,True,
"Steven Epps, Jr",Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
James Bryan Fuller,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Austin Gore,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Doug Harper,Board Member,Clemson University,,,"President, Harper Corporation 35 West Court Street, Suite 400, Greenville, SC 29601 Tel: (864) 527-2500",,,,,8078737.0,217882.0,,,Member,True,
Todd F. Swygert,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
Thomas Andrew Sherard,Board Member,Clemson University,,,,,,,,8078737.0,217882.0,,,Member,True,
"Charles A. ""Charlie"" Banks",Board Member,College Of William And Mary,,Brown 1962 AB,"Principal, Clayton, Dubilier & Rice, Inc375 Park Avenue, 18th Floor, New York, NY 10152-1899",,,,,16285277.0,231624.0,,,Member,True,
Janet M. Brashear,Board Member,College Of William And Mary,,William & Mary 1982 BA; Harvard 1987 MBA,,,,,,16285277.0,231624.0,,,Member,True,
Colin G. Campbell,Board Member,College Of William And Mary,,Cornell 1957 AB; Columbia 1960 JD (continued on next page),"President and Chief Executive Officer, The Colonial Williamsburg FoundationP.O. Box 1776, Williamsburg, VA 23187-1776",,,,,16285277.0,231624.0,,,Member,True,
John W. Gerdelman,Board Member,College Of William And Mary,,,"Career: Chairman and Chief Executive Officer, Dominion",,,,,16285277.0,231624.0,,,Member,True,
Thomas ECapps,Board Member,College Of William And Mary,,"Education: North Carolina 1958 AB, 1965 JD",,,,,,16285277.0,231624.0,,,Member,True,
Alexandra Duckworth,Faculty Representative,College Of William And Mary,,Education: Guilford Col AB; William & Mary MA,,,,,,16285277.0,231624.0,,,Other Board Member,True,
Timothy P. Dunn,Board Member,College Of William And Mary,,Education: William & Mary 1983; Northeastern 1985,"Affiliation: Chairman, Intelliden Corporation",,,,,16285277.0,231624.0,,,Member,True,
Sarah I. Gore,Board Member,College Of William And Mary,,Education: William & Mary 1956 BA; Delaware 1975 MS,"Career: Global Leader, Human Resources, W.L. Gore & Associates, Inc",,,,,16285277.0,231624.0,,,Member,True,
R. Philip Herget III,Board Member,College Of William And Mary,,,"Affiliation: Partner, Columbia Capital",,,,,16285277.0,231624.0,,,Member,True,
Katherine M. Kulick,Faculty Representative,College Of William And Mary,,,,,,,,16285277.0,231624.0,,,Other Board Member,True,
Kathy Hornsby,Board Member,College Of William And Mary,,Education: William & Mary 1979,"Affiliation: Co-Founder, Williamsburg Land Conservancy",,,,,16285277.0,231624.0,,,Member,True,
Suzann W. Matthews,Secretary,College Of William And Mary,,Education: William & Mary 1971 BA,,,,,,16285277.0,231624.0,,,Other Board Member,True,
Anita O. Poston,Board Member,College Of William And Mary,,Education: Maryland 1971 BS; William & Mary 1974 JD,"Affiliation: Partner, Vandeventer Black LLP",,,,,16285277.0,231624.0,,,Member,True,
Michael K. Powell,Rector,College Of William And Mary,,Education: William & Mary 1985 AB; Georgetown 1993 JD,"Affiliation: Senior Advisor, Providence Equity Partners, Inc1050 Connecticut Avenue, NW, Suite 1250, Washington, DC 20036 Tel: (202) 828-7824",,,,,16285277.0,231624.0,,,Other Board Member,True,
The Honorable John Charles Thomas,Board Member,College Of William And Mary,,"Education: Virginia 1972 BA, 1975 JD","Affiliation: Partner, Hunton & Williams LLP Riverfront Plaza, 951 East Byrd Street, East Tower, Richmond, VA 23219-4074 Tel: (804) 788-8522",,,,,16285277.0,231624.0,,,Member,True,
Jeffrey B. Trammell,Board Member,College Of William And Mary,,Education: William & Mary 1973 BA; Florida State 1977 JD,"Affiliation: President, Trammell and Company 1220 19th Street, NW, Suite 804, Washington, DC 20036 Tel: (202) 223-3305",,,,,16285277.0,231624.0,,,Member,True,
Barbara B. Ukrop,Board Member,College Of William And Mary,,Education: William & Mary 1961 BA,,,,,,16285277.0,231624.0,,,Member,True,
Valerie Hopkins,Student Representative,College Of William And Mary,,,,,,,,16285277.0,231624.0,,,Other Board Member,True,
Justin Reid,Student Representative,College Of William And Mary,,,,,,,,16285277.0,231624.0,,,Other Board Member,True,
James R. Spaanstra,Trustee,Colorado School Of Mines,,Grand Valley State 1974 BS; Michigan 1977 JD,"Partner, Faegre & Benson LLP 3200 Wells Fargo Center, 1700 Lincoln Street, Denver, CO 80203",,,,,167576493.0,126775.0,,,Trustee,True,
Michael S. Nyikos,Chairman,Colorado School Of Mines,,New Mexico Highlands; Michigan PhD,,,,,,167576493.0,126775.0,,,Board President,True,
L. Roger Hutson,Vice Chairman,Colorado School Of Mines,,Colorado Mines 1982,"Owner, Paladin Energy Partners, LLC",,,,,167576493.0,126775.0,,,Board Vice President,True,
Amy Dubetz,Student Trustee,Colorado School Of Mines,,,,,,,,167576493.0,126775.0,,,Trustee,True,
Frank DeFilippo,Trustee,Colorado School Of Mines,,,"Partner, DeFilippo, Rees, Robinette LLC 1675 Broadway, Suite 2440, Denver, CO 80202",,,,,167576493.0,126775.0,,,Trustee,True,
DeAnn Craig,Trustee,Colorado School Of Mines,,"Colorado Mines 1973 BSc, 1980 BSc, 2002 MSc, 2005 PhD; Regis U MBA",,,,,,167576493.0,126775.0,,,Trustee,True,
Vicki Cowart,Trustee,Colorado School Of Mines,,Worcester Polytech BS; Colorado Mines MS,,,,,,167576493.0,126775.0,,,Trustee,True,
John Dorgan,Faculty Trustee,Colorado School Of Mines,,,,,,,,167576493.0,126775.0,,,Trustee,True,
Stephen H. Case,Trustee,Columbia University,,,"Partner, Davis Polk & Wardwell 450 Lexington Ave., New York, NY 10017 Tel: (212) 450-4064 Education: Columbia 1964 BA, 1968 JD",,,,,78577930.0,190150.0,,,Trustee,True,
Kenneth A. Forde,Trustee,Columbia University,,CCNY; Columbia 1959 MD,"Jose M. Ferrer Chair in Surgery, Columbia University (1997-2006)",,,,,78577930.0,190150.0,,,Trustee,True,
"Eric H. Holder, Jr",Trustee,Columbia University,,"Columbia 1973 BA, 1976 JD",,,,,,78577930.0,190150.0,,,Trustee,True,
Ellen Oran Kaden,Trustee,Columbia University,,,"Senior Vice President, Law and Government Affairs, Campbell Soup Company Campbell Place, Camden, NJ 08103-1799 Tel: (856) 342-6125 Education: Cornell 1972 BA; Chicago 1973 MA; Columbia 1977 JD",,,,,78577930.0,190150.0,,,Trustee,True,
Ann F. Kaplan,Trustee,Columbia University,,,"Chairman, Circle Financial Group 650 Madison Avenue, 17th Floor, New York, NY 10022 Education: Smith 1967 BA; Columbia 1972 MS, 1977 MBA",,,,,78577930.0,190150.0,,,Trustee,True,
Mark E. Kingdon,Trustee,Columbia University,,,"President, Kingdon Capital Management LLC",,,,,78577930.0,190150.0,,,Trustee,True,
Philip L. Milstein,Vice Chairman,Columbia University,,,,,,,,78577930.0,190150.0,,,Board Vice President,True,
Michael B. Rothfeld,Trustee,Columbia University,,"Columbia 1969 BA, 1971 MBA, 1971 MS",,,,,,78577930.0,190150.0,,,Trustee,True,
Marilyn Laurie,Vice Chairman,Columbia University,,Barnard 1959 BA; Pace 1975 MBA,,,,,,78577930.0,190150.0,,,Board Vice President,True,
Vikram S. Pandit,Trustee,Columbia University,,"Chief Executive Officer, Executive Committee, Citigroup Inc399 Park Avenue, New York, NY 10022",,,,,,78577930.0,190150.0,,,Trustee,True,
Joan E. Spero,Vice Chairman,Columbia University,,"Wisconsin 1966 BA; Columbia 1968 MIA, 1973 PhD",President. Doris Duke Charitable Foundation (Note: Until December 2008.),,,,,78577930.0,190150.0,,,Board Vice President,True,
