Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Richard H. Jenrette,Overseer,Harvard University,,North Carolina 1951 BA; Harvard 1957 MBA,"Senior Advisor, Donaldson, Lufkin & Jenrette, Inc",283.0,,136199984.0,166027.0,,,Overseer,True,
Stephen B. Kay,Overseer,Harvard University,,,"Limited Partner, Goldman, Sachs & Co",283.0,,136199984.0,166027.0,,,Overseer,True,
Sheila James Kuehl,Overseer,Harvard University,,,"Speaker Pro Tempore, California State Assembly",283.0,,136199984.0,166027.0,,,Overseer,True,
Lisa M. Henson,Overseer,Harvard University,,,"Producer, Manifest Film C",283.0,,136199984.0,166027.0,,,Overseer,True,
Eugene Goldman,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
David S. Mack,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Karen L. Lutz,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Arthur J. Kremer,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Ann M. Mallouk,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Florence Kaufman,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Peter S. Kalikow,Trustee,Hofstra University,,,"Commissioner, The Port Authority of New York and New Jersey",288.0,,139290212.0,191649.0,,,Trustee,True,
Leo A. Guthart,Vice Chairman,Hofstra University,,,Member of the Board,288.0,,139290212.0,191649.0,,,Board Vice President,True,
Mark Broxmeyer,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
George G. Dempster,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Maurice A. Deane,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Robert F. Dall,Trustee,Hofstra University,,,,,,139290212.0,191649.0,,,Trustee,True,
"John J. Conefry, Jr",Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Emil V. Cianciulli,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Bernadette Castro,Trustee,Hofstra University,,,"Commissioner, Parks, Recreation and Historic Preservation, State of New York",288.0,,139290212.0,191649.0,,,Trustee,True,
Wilbur F. Breslin,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Alan J. Bernon,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Suzanne F. Bales,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Joseph L. Dionne,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
James F. McCann,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Helene Fortunoff,Chairperson,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Board President,True,
Thomas H. O'Brien,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Janis M. Meyer,Vice Chairperson,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Board Vice President,True,
Frank G. Zarb,Trustee,Hofstra University,,,,,,139290212.0,191649.0,,,Trustee,True,
Robert A. Tammero,Trustee,Hofstra University,,"Hofstra BA, MBA","Chairman, President and Chief Executive Officer, Smith Barney; Partner, Lazard Freres & Co. LLC; Vice Chairman, Travelers Inc.; Chairman and Group Chief Executive, Smith Barney; Chairman, President and Chief Executive Officer, Alexander & Alexander Services Inc",288.0,,139290212.0,191649.0,,,Trustee,True,
Donald J. Sutherland,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Walter B. Kissingel,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
James M. Shuart,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
James M. Shuart,President,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Board President,True,
Edwin C. Reed,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Terence E. Smolev,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Barbara Patton,Trustee,Hofstra University,,,,288.0,,139290212.0,191649.0,,,Trustee,True,
Dennis F. Hightower,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Harold P. Freeman,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
"Vernon E. Jordan, Jr",Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
The Hon. Jack F. Kemp,Trustee,Howard University,,DePauw 1957 BA; Howard U 1960 JD,"Co-Director, Empower America 1776 I St., NW, Ste. 890, Washington, DC 20606 Tel: (202) 452-8200 Fax: (202) 833-0388",290.0,,137853757.0,131520.0,,,Trustee,True,
Gen. Colin L. Powell,Trustee,Howard University,,CCNY BS; George Washington MBA,"Chairman, U.S. Joint Chiefs of Staff Department of Defense, 1989-93",290.0,,137853757.0,131520.0,,,Trustee,True,
Gerald D. Prothro,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Phylicia Rashad,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Frank Savage,Chairman,Howard University,,,,290.0,,137853757.0,131520.0,,,Board President,True,
H. Patrick Swygert,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Wayman F. Smith III,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Louis E. Sterling,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
H. Patrick Swygert,President,Howard University,,,,290.0,,137853757.0,131520.0,,,Board President,True,
Glegg L. Watson,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Gregory A. White,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
L. Douglas Wilder,Trustee,Howard University,,Virginia Union BS; Howard U 1959 JD,"Partner, Wilder & Gregory",290.0,,137853757.0,131520.0,,,Trustee,True,
Elizabeth G. Early,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Earl G. Graves,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Che A. Sayles,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
Renee Higginbotham-Brooks,Trustee,Howard University,,,,290.0,,137853757.0,131520.0,,,Trustee,True,
John W. Madigan,Vice Chairman,Illinois Institute Of Technology,,,"Chairman, President and Chief Executive Officer, Tribune Company",292.0,,180949307.0,145725.0,,,Board Vice President,True,
Gordon R. Lohman,Vice Chairman,Illinois Institute Of Technology,,,"Chairman and Chief Executive Officer, AMSTED Industries Incorporated",292.0,,180949307.0,145725.0,,,Board Vice President,True,
Dirk Lohan,Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, Lohan Associates, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
"Homer J. Livingston, Jr",Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, Chicago Stock Exchange",292.0,,180949307.0,145725.0,,,Trustee,True,
Bruce C. Limatainen,Trustee,Illinois Institute Of Technology,,,"President, A. Finkl & Sons Co",292.0,,180949307.0,145725.0,,,Trustee,True,
John D. La Sage,Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, Central Region, Chicago, Burson-Marsteller",292.0,,180949307.0,145725.0,,,Trustee,True,
"John H. Krehbiel, Jr",Trustee,Illinois Institute Of Technology,,,"Co-Chairman and Co-Chief Executive Officer, Molex Incorporated",292.0,,180949307.0,145725.0,,,Trustee,True,
Peter I. Mason,Trustee,Illinois Institute Of Technology,,,"President, Talus Advisors, LLC",292.0,,180949307.0,145725.0,,,Trustee,True,
Robert M. Janowiak,Trustee,Illinois Institute Of Technology,,,"Executive Director, Internationa Engineering Consortium",292.0,,180949307.0,145725.0,,,Trustee,True,
Norbert O. Kaiser,Trustee,Illinois Institute Of Technology,,,"President, Kamco Plastics",292.0,,180949307.0,145725.0,,,Trustee,True,
James W. Kiley,Trustee,Illinois Institute Of Technology,,,"Managing Director in Charge, Chicago Office, Weiss, Peck and Greer, L.L.C",292.0,,180949307.0,145725.0,,,Trustee,True,
Jules F. Knapp,Trustee,Illinois Institute Of Technology,,,"Chairman and President, United Coatings, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Kaarina Koskenalusta,Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, The Executives' Club of Chicago",292.0,,180949307.0,145725.0,,,Trustee,True,
Thomas E. Lanctot,Trustee,Illinois Institute Of Technology,,,"Partner, Gardner, Carton & Douglas",292.0,,180949307.0,145725.0,,,Trustee,True,
Stephen G. McConahey,Trustee,Illinois Institute Of Technology,,,"President and Chief Operating Officer, EVEREN Securities, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Carole Browe Segal,Trustee,Illinois Institute Of Technology,,,"Vice President, Civic Affairs, Crate & Barrel",293.0,,180949307.0,145725.0,,,Trustee,True,
Victor A. Morgenstern,Trustee,Illinois Institute Of Technology,,,"Chairman, Harris Associates LP",292.0,,180949307.0,145725.0,,,Trustee,True,
Susan M. Whitney,Trustee,Illinois Institute Of Technology,,,"Vice President, Server Marketing, IBM Corporation",293.0,,180949307.0,145725.0,,,Trustee,True,
Barry R. Wallach.,Trustee,Illinois Institute Of Technology,,,"U.S. Managing Partner, Operations, Andersen Worldwide",293.0,,180949307.0,145725.0,,,Trustee,True,
David J. Vitale,Trustee,Illinois Institute Of Technology,,Harvard 1968 BA; Chicago 1976 MBA,"Vice Chairman, Bank One Corporation",293.0,,180949307.0,145725.0,,,Trustee,True,
"William A. VanSanten, Jr",Trustee,Illinois Institute Of Technology,,,"Partner, Wood, Phillips, Van Santen, Clark & Mortimer",293.0,,180949307.0,145725.0,,,Trustee,True,
Fidelis N. Umeh,Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, SEI Information Technology",293.0,,180949307.0,145725.0,,,Trustee,True,
Bernard F. Sergesketter,Trustee,Illinois Institute Of Technology,,,"President, Sergesketter & Associates Inc",293.0,,180949307.0,145725.0,,,Trustee,True,
Hoken S. Seki,Trustee,Illinois Institute Of Technology,,,"Partner, Foley & Lardner",293.0,,180949307.0,145725.0,,,Trustee,True,
Donald R. Hollis,Trustee,Illinois Institute Of Technology,,,"President, DRH Strategic Consulting Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
John R. Schmidt,Trustee,Illinois Institute Of Technology,,,"Partner, Mayer, Brown & Platt",292.0,,180949307.0,145725.0,,,Trustee,True,
The Hon. Ilana D. Rovner,Trustee,Illinois Institute Of Technology,,Bryn Maw 1960 AB; Chicago-Kent 1966 JD,"Judge, United States Court of Appeals for the Seventh Circuit",292.0,,180949307.0,145725.0,,,Trustee,True,
Sheli Rosenberg,Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, Equity Group Investments, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Ellen Jordan Reidy,Trustee,Illinois Institute Of Technology,,,"President, America's Food Technologies, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Robert A. Pritzker,Chairman,Illinois Institute Of Technology,,,"President and Chief Executive Officer, The Marmon Group, Inc",292.0,,180949307.0,145725.0,,,Board President,True,
Robert J. Potter,Trustee,Illinois Institute Of Technology,,,R. J. Potter Company,292.0,,180949307.0,145725.0,,,Trustee,True,
Walter Nathan,Trustee,Illinois Institute Of Technology,,,"Chairman, RTC Industries, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Daniel E. McLean,Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, MCL Companies",292.0,,180949307.0,145725.0,,,Trustee,True,
Deborah C. Hockman,Trustee,Illinois Institute Of Technology,,,"Vice President, Operations, Silliker Laboratories Group, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Edward L. Kaplan,Trustee,Illinois Institute Of Technology,,,Chief Executive Officer and ChairmanZebra Technologies Corporation,292.0,,180949307.0,145725.0,,,Trustee,True,
Robert L. Heidrick,Trustee,Illinois Institute Of Technology,,,"Partner, Heidrick & Struggles",292.0,,180949307.0,145725.0,,,Trustee,True,
"James Hill, Jr",Trustee,Illinois Institute Of Technology,,,"Managing Partner, Hill, Taylor & Company Certified Public Accountants",292.0,,180949307.0,145725.0,,,Trustee,True,
Davis G. Anderson,Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, Chicago Extruded Metals Company",291.0,,180949307.0,145725.0,,,Trustee,True,
Bahman Atefi,"President, It Research Institute",Illinois Institute Of Technology,,,,291.0,,180949307.0,145725.0,,,Board President,True,
Bahman Atefi,Trustee,Illinois Institute Of Technology,,,,291.0,,180949307.0,145725.0,,,Trustee,True,
Thomas H. Beeby,Trustee,Illinois Institute Of Technology,,,"Principal and Director, Design, Hammond Beeby and Babka, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Heather M. Bilandic,Trustee,Illinois Institute Of Technology,,,,292.0,,180949307.0,145725.0,,,Trustee,True,
"Calvin A. Campbell, Jr",Trustee,Illinois Institute Of Technology,,,"Chairman, President and Chief Executive Officer, Goodman Equipment Corporation",292.0,,180949307.0,145725.0,,,Trustee,True,
S. R. Cho,Trustee,Illinois Institute Of Technology,,,"Chairman, Hyosung Group Korea",292.0,,180949307.0,145725.0,,,Trustee,True,
Lewis M. Collens,President,Illinois Institute Of Technology,,,,292.0,,180949307.0,145725.0,,,Board President,True,
Lewis M. Collens,Trustee,Illinois Institute Of Technology,,,,292.0,,180949307.0,145725.0,,,Trustee,True,
Robert A. Cornog,Trustee,Illinois Institute Of Technology,,,"Chairman, President and Chief Executive Officer, Snap-on Incorporated",292.0,,180949307.0,145725.0,,,Trustee,True,
Casey Cowell,Trustee,Illinois Institute Of Technology,,,Durandal,292.0,,180949307.0,145725.0,,,Trustee,True,
James E. Cowie,Trustee,Illinois Institute Of Technology,,,"General Partner, Frontenac Co",292.0,,180949307.0,145725.0,,,Trustee,True,
Richard M. Jaffee,Trustee,Illinois Institute Of Technology,,,"Chairman and Chief Executive Officer, Oil-Dri Corporation of America",292.0,,180949307.0,145725.0,,,Trustee,True,
Junia Doan,Trustee,Illinois Institute Of Technology,,,"General Manager, J. S. Cassell, Oil and Gas",292.0,,180949307.0,145725.0,,,Trustee,True,
Albert K. Hawkes,Trustee,Illinois Institute Of Technology,,,"Managing Director, Software Engineering Associates, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Theodore E. Hanson,Trustee,Illinois Institute Of Technology,,,,292.0,,180949307.0,145725.0,,,Trustee,True,
Robert L. Growney,Trustee,Illinois Institute Of Technology,,,"President and Chief Operating Officer, Motorola, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Jeffery T. Grade,Trustee,Illinois Institute Of Technology,,,,292.0,,180949307.0,145725.0,,,Trustee,True,
Donald E. Goss,Trustee,Illinois Institute Of Technology,,,,292.0,,180949307.0,145725.0,,,Trustee,True,
Alvin L. Gorman,Trustee,Illinois Institute Of Technology,,,"Chairman of the Board, Power Contracting and Engineering Corp",292.0,,180949307.0,145725.0,,,Trustee,True,
Albert A. Cozzi,Trustee,Illinois Institute Of Technology,,,"President and Chief Operating Officer, Metal Management, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Michael P. Galvin,Trustee,Illinois Institute Of Technology,,,"President, Galvin Enterprises, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Marshall B. Front,Trustee,Illinois Institute Of Technology,,,"Chairman and Managing Director, Trees Front Associates, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Jay A. Fisher,Trustee,Illinois Institute Of Technology,,,"Manager, Research and Development, Amoco Chemicals, Feedstocks Business Group",292.0,,180949307.0,145725.0,,,Trustee,True,
Bryan R. Dunn,Trustee,Illinois Institute Of Technology,,,"President and Chief Executive Officer, Kinship Corporation",292.0,,180949307.0,145725.0,,,Trustee,True,
Craig J. Duchossois,Trustee,Illinois Institute Of Technology,,,"Chief Executive Officer, Duchossois Industries, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
Robert W. Galvin,Trustee,Illinois Institute Of Technology,,,"Executive Committee Chairman, Motorola, Inc",292.0,,180949307.0,145725.0,,,Trustee,True,
William D. Sulaski,Chairman,Illinois State University,,,"Sulaski & Webb CPA Bloomington, IL",293.0,,47301684.0,145813.0,,,Board President,True,
Carl E. Kasten,Trustee,Illinois State University,,,"Phelps, Kasten, Royle, Burns, Carmody & Sims, Attorneys at Law Carlinville, IL",293.0,,47301684.0,145813.0,,,Trustee,True,
Jack Huggins,Trustee,Illinois State University,,,"Pekin Energy Company Pekin, IL",293.0,,47301684.0,145813.0,,,Trustee,True,
