Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
"The Very Reverend Jeffrey T. Duaime, CSSp",Ex Officio Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,75.0,5532.0,"Director, Ex Officio",True,
Terrence S. Jacobs,Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,79.0,5536.0,Director,True,
Thomas B. Grealish,Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,77.0,5534.0,Director,True,
Mary R. Grealy,Director,Duquesne University,,,"President, Healthcare Leadership Council
750 9th Street, NW, Suite 500, Washington, DC 20001
Tel: (202) 452-8700
Education: Michigan State 1970 BA: Duquesne 1978 JD",245.0,,,165102784.0,Duquesne University,212106.0,78.0,5535.0,Director,True,
Marie Milie Jones,Chair of the Board,Duquesne University,,Duquesne 1985 BA. 1987 JD,,245.0,,,165102784.0,Duquesne University,212106.0,80.0,5537.0,Board President,True,
MaryAdele Krolikowski,Ex Officio Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,81.0,5538.0,"Director, Ex Officio",True,
"Scott M. Lammie, CPA",Director,Duquesne University,,,"Chief Financial Officer, UPMC Health Plan, Inc
One Chatham Center, 112 Washington Place, Pittsburgh, PA 15219
Tel: (412) 434-1200
Education: Duquesne 1976 BSAcc",245.0,,,165102784.0,Duquesne University,212106.0,82.0,5539.0,Director,True,
Anthony J. Carfang,Vice Chair of the Board,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,69.0,5526.0,Board Vice President,True,
"William J. Lyons, CPA, CMA",Vice Chair of the Board,Duquesne University,,Duquesne 1970 BS. 1978 MS,,245.0,,,165102784.0,Duquesne University,212106.0,83.0,5540.0,Board Vice President,True,
Richard J. Grattan,Director,Duquesne University,,Duquesne 1968,,245.0,,,165102784.0,Duquesne University,212106.0,76.0,5533.0,Director,True,
Esther L. Bush,Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,68.0,5525.0,Director,True,
"Rev. Daniel Walsh, CSSp",Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,93.0,5550.0,Director,True,
James F. McGuirk II,Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,87.0,5544.0,Director,True,
Patricia D. Yoder,Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,95.0,5552.0,Director,True,
"Rev. Freddy Washington, CSSp",Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,94.0,5551.0,Director,True,
Arnold E. Burchanti II,Director,Duquesne University,,,"President and Chief Executive Officer, The Urban League of Greater Pittsburgh, Inc610 Wood Street, Pittsburgh, PA 15222
Tel: (412) 227-4802
Education: Morgan State; Johns Hopkins",245.0,,,165102784.0,Duquesne University,212106.0,67.0,5524.0,Director,True,
"John R. ""Jack"" McGinley, Jr.",Director,Duquesne University,,,"Chair, Executive Committee, Eckert Seamans Cherin & Mellott, LLC
600 Grant Street, 44th Floor, Pittsburgh, PA 15219-2788
Tel: (412) 566-1984
Education: St Bonaventure 1965 BS; Duquesne 1968 JD",245.0,,,165102784.0,Duquesne University,212106.0,85.0,5542.0,Director,True,
John W. McGonigle,Director,Duquesne University,,"Duquesne 1960 BSBA, 1965 LLB","Vice Chairman, Executive Vice President, Chief Legal Officer and Secretary, Federated Investors, IncFederated Investors Tower, 1001 Liberty Avenue, Pittsburgh, PA 15222-3779",245.0,,,165102784.0,Duquesne University,212106.0,86.0,5543.0,Director,True,
"Rev. John A. Sawicki, CSSp",Ex Officio Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,91.0,5548.0,"Director, Ex Officio",True,
Irene M. Qualters,Director,Duquesne University,,,"Program Director, Office of Cyberinfrastructure Office of the Director, National Science Foundation 4201 Wilson Boulevard, Room 1160 N, Arlington, VA 22230",245.0,,,165102784.0,Duquesne University,212106.0,90.0,5547.0,Director,True,
"Rev. James C. Okoye, CSSp",Ex Officio Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,89.0,5546.0,"Director, Ex Officio",True,
Helene L. Norbut,Directol,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,88.0,5545.0,Director,True,
Thaddeus J. Senko,Director,Duquesne University,,,,245.0,,,165102784.0,Duquesne University,212106.0,92.0,5549.0,Director,True,
Thomas W. Sidlik,Regent,Eastern Michigan University,,NYU 1971 BS; Chicago 1973 MBA,"Executive Vice President, Global Procurement and Supply, DaimlerChrysler Corporation",247.0,,,138216421.0,Eastern Michigan University,169798.0,,,Regent,True,
James F. Stapleton,Regent,Eastern Michigan University,,,,247.0,,,138216421.0,Eastern Michigan University,169798.0,,,Regent,True,
Francine Parker,Vice Chairman,Eastern Michigan University,,,,247.0,,,138216421.0,Eastern Michigan University,169798.0,,,Board Vice President,True,
Michael G. Morris,Regent,Eastern Michigan University,,"Eastern Michigan 1969 BS, 1973 MS; Detroit Law 1981 JD",,247.0,,,138216421.0,Eastern Michigan University,169798.0,,,Regent,True,
Michael Hawks,Regent,Eastern Michigan University,,Eastern Michigan BA; Michigan State MA,,247.0,,,138216421.0,Eastern Michigan University,169798.0,,,Regent,True,
Dr. C. Beth Fitzsimmons,Regent,Eastern Michigan University,,Simmons BS; SUNY (Albany) MLIS; George Mason PhD,,247.0,,,138216421.0,Eastern Michigan University,169798.0,,,Regent,True,
Floyd Clackeep,Regent,Eastern Michigan University,,,"Career: Commissioner, Office of the Board of Commissioners, County of Genesee, Michigan (1996-2004)",247.0,,,138216421.0,Eastern Michigan University,169798.0,,,Regent,True,
Roy E. Wilbanks,Chairman,Eastern Michigan University,,,"President and Chief Executive Officer, Eastern Michigan University Foundation",247.0,,,138216421.0,Eastern Michigan University,169798.0,,,Board President,True,
Chilton D. Varner,Board Elected Trustee,Emory University,,,"Partner, King & Spalding LLP 1180 Peachtree Street, Atlanta, GA 30309",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Bishop William H. Willimon,Board Elected Trustee,Emory University,,,"Bishop, North Alabama Annual Conference of the United Methodist Church, Bishops, The United Methodist Church 898 Arkadelphia Road, Birmingham, AL 35204 Tel: (205) 226-7992",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
B. Michael Watson,Board Elected Trustee,Emory University,,Alabama BS: Emory MDiv: Vanderbilt DDiv,"Bishop, North Georgia Conference. The United Methodist Church United Methodist Center, 4511 Jones Bridge CircleNorcross. GA 30092 Tel: (678) 533-1360",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
William C. Warren IV,Alumni Elected Trustee,Emory University,,Auburn 1975; Emory MD,"Founder and President, Leadership, The Good Samaritan Health Center 1015 Donald Lee Hollowell Parkway, Atlanta, GA 30318 Tel: (404) 523-6571",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Lynn Stahl,Alumni Elected Trustee,Emory University,,,"President, Stahl Family Foundation",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Leah Ward Sears,Alumni Elected Trustee,Emory University,,Cornell 1976 BS: Emory 1980 JD; Virginia 1995 LLM,"Chief Justice, Chambers of Chief Justice Leah Ward Sears, Supreme Court of Georgia (2005-2009)",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
"Charles H. Jenkins, Jr.",Board Elected Trustee,Emory University,,"Emory 1964 BBA, 1965 MBA; Harvard 1970 DBA","Chairman of the Board, Publix Super Markets, Inc",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
"James E. Swanson, Sr.",Board Elected Trustee,Emory University,,,"Resident Bishop, Holston Conference of The United Methodist Church",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
C. Robert Henrikson,Alumni Elected Trustee,Emory University,,Pennsylvania 1969 BA; Emory 1972 JD; Wharton 1990 AMP,,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Laura Jones Hardman,Board Elected Trustee,Emory University,,,,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Laura Jones Hardman,Secretary,Emory University,,,,251.0,,,150468666.0,Emory University,139658.0,,,Other Board Member,True,
Javier C. Goizueta,Board Elected Trustee,Emory University,,Auburn BA,"Vice President and President, The McDonald's Division, The Coca-Cola Company",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Robert C. Goddard III,Board Elected Trustee,Emory University,,Mercer 1977 BA,"Chairman and Chief Executive Officer, Goddard Investment Group, LLC",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
John T. Glover,Board Elected Trustee,Emory University,,Emory; Georgia JD; Oxford (UK),"Managing Partner, J&SG Investments. LLP",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
James Raphael Gavin III,Board Elected Trustee,Emory University,,Livingstone 1966 BS; Emory 1970 PhD,,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Russell R. French,Alumni Elected Trustee,Emory University,,Emory 1967; Virginia JD,,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Benjamin F. Johnson III,Chairman,Emory University,,Emory 1965 BA: Harvard 1968 JD,,252.0,,,150468666.0,Emory University,139658.0,,,Board President,True,
"James L. Ferman, Jr",Board Elected Trustee,Emory University,,,"President, Ferman Motor Car Company, Inc",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
G. Lindsey Davis,Board Elected Trustee,Emory University,,Union Col (KY); Kentucky; Lexington Sem; Kentucky Wesleyan,"Bishop, The Kentucky Conference, The United Methodist Church",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
G. Lindsey Davis,Vice Chairman,Emory University,,Union Col (KY); Kentucky; Lexington Sem; Kentucky Wesleyan,"Bishop, The Kentucky Conference, The United Methodist Church",251.0,,,150468666.0,Emory University,139658.0,,,Board Vice President,True,
Susan A. Cahoon,Alumni Elected Trustee,Emory University,,Emory 1968 BA; Harvard 1971 JD,"Partner/General Counsel, Kilpatrick Townsend & Stockton LLP",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
"Henry L. Bowden, Jr",Board Elected Trustee,Emory University,,,"Partner, The Bowden Law Firm",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Arthur M. Blank,Board Elected Trustee,Emory University,,Babson 1963 BS,"Chairman, President and Chief Executive Officer, AMB Group LLC",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
"Thomas D. ""Tom"" Bell, Jr",Board Elected Trustee,Emory University,,Tennessee: NYU,,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Ellen A. Bailey,Alumni Elected Trustee,Emory University,,"Emory 1963, 1987 MBA",,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Facundo L. Bacardi,Board Elected Trustee,Emory University,,American U BSBA; Emory 1996 JD,"President, Bacardi OS",251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Kathelen V. Amos,Board Elected Trustee,Emory University,,Emory 1979 BA; Georgia JD,,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
"Dr. J. David Allen, DDS",Board Elected Trustee,Emory University,,Emory DDS,,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
"Walter M. ""Sonny"" Deriso, Jr",Alumni Elected Trustee,Emory University,,"Emory 1968 BS, 1972 JD",,251.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Benjamin F. Johnson III,Board Elected Trustee,Emory University,,Emory 1965 BA: Harvard 1968 JD,,252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
M. Douglas Ivester,Board Elected Trustee,Emory University,,Georgia 1969 BBA,"President, Deer Run Investments, LLC",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Muhtar Kent,Board Elected Trustee,Emory University,,U Hull (UK) 1975 BSc: City University (UK) 1977 MS,"Chairman and Chief Executive Officer, The Coca-Cola Company",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Jeffrey H. Schwartz,Board Elected Trustee,Emory University,,Emory 1981 BBA; Harvard 1985 MBA,"Chairman and Chief Executive Officer, ProLogis o (2007-2008)",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Diane W. Savage,Alumni Elected Trustee,Emory University,,Emory 1971 BA; Georgetown 1974 JD,"Of Counsel, Cooley LLP",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Gary W. Rollins,Board Elected Trustee,Emory University,,,"Chief Executive Officer, President and Chief Operating Officer, Rollins, Inc",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Katherine T. Rohrer,Board Elected Trustee,Emory University,,Princeton 1980 PhD,"Vice Provost. Academic Programs, Princeton University",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Teresa M. Rivero,Alumni Elected Trustee,Emory University,,"Emory 1987, MPH: Georgia State MBA","Program Officer, Bill and Melinda Gates Foundation",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Richard M. Rieder,Board Elected Trustee,Emory University,,Emory 1983 BBA; Wharton 1987 MBA,,252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
John G. Rice,Board Elected Trustee,Emory University,,Hamilton BA,,252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Wendell S. Reilly,Alumni Elected Trustee,Emory University,,Emory BA; Vanderbilt MBA,"Managing Partner, Grapevine Partners, LLC",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Ruth J. Katz,Alumni Elected Trustee,Emory University,,Pennsylvania 1974 BA; Emory 1977 JD; Harvard 1980 MPH,,252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
George D. Overend,Board Elected Trustee,Emory University,,,"President and Owner, Overend & Company, Inc",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
"John F. Morgan, Sr",Board Elected Trustee,Emory University,,Emory BBA,"Owner, Morgan Timber, LLC",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
J. Neal Purcell,Alumni Elected Trustee,Emory University,,Emory BBA,,252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Steven H. Lipstein,Board Elected Trustee,Emory University,,Emory; Duke MHA,"President and Chief Executive Officer, BJC HealthCare",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
Jonathan K. Layne,Alumni Elected Trustee,Emory University,,William & Mary 1975 BA; Emory 1979 MBA1979 JD,"Partner, Executive Committee, Gibson, Dunn & Crutcher LLP",252.0,,,150468666.0,Emory University,139658.0,,,Trustee,True,
"John F. Morgan, Sr",Vice Chairman,Emory University,,Emory BBA,"Owner, Morgan Timber, LLC",252.0,,,150468666.0,Emory University,139658.0,,,Board Vice President,True,
Richard P. McNeight,Trustee,Florida Institute Of Technology,,,,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Kenneth P. Revay,Trustee,Florida Institute Of Technology,,,"Manager II, External Tank and Solid Rocket Booster Processing, United Space Alliance, LLC 600 Gemini Avenue, Houston. TX 77058 Tel: (281) 212-1600",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Randy Muns,Trustee,Florida Institute Of Technology,,"Florida Tech 1978, 1980 MBA",,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Robert Phebus,Trustee,Florida Institute Of Technology,,Florida Tech 1974: Notre Dame 1976 MBA,,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
William C. Potter,Trustee,Florida Institute Of Technology,,Air War Col; Brown U BA; Michigan JD,,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Travis Proctor,Trustee,Florida Institute Of Technology,,Florida Tech 1998 BS,,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
James E. Pruitt,Trustee,Florida Institute Of Technology,,,"President, Pruitt McCaslin. Inc",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Michael Scafati,Trustee,Florida Institute Of Technology,,,,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
James W. Thomas,Vice Chairman,Florida Institute Of Technology,,,"Principal, Coastal Dominion Capital, LLC Education: Florida Tech",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Board Vice President,True,
Scott J. Seymour,Trustee,Florida Institute Of Technology,,,"President and Chief Executive Officer, GenCorp Inc P.O. Box 537012, Sacramento, CA 95853-7012 Tel: (916) 355-2546 Education: Polytechnic U BS; Western State U San Diego JD",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
John L. Slack,Trustee,Florida Institute Of Technology,,,"Chairman of the Board, Ardak Corporation",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
F. Alan Smith,Trustee,Florida Institute Of Technology,,,"Chairman, Advanced Accessory Systems, Inc",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Elizabeth J. Swann,Trustee,Florida Institute Of Technology,,,,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
"Thomas E. ""Tom"" Vice",Trustee,Florida Institute Of Technology,,,"President, Northrop Grumman Technical Services (Note: President, Northrop Grumman Aerospace Systems, effective January 1, 2013.) 2411 Dulles Corner Park, Suite 800, Herndon, VA 20171 Tel: (703) 713-4000 Education: USC BS",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Jonathan B. Zung,Trustee,Florida Institute Of Technology,,,"Vice President, Bristol-Myers Squibb Company 345 Park Avenue, New York, NY 10154-0037 Tel: (212) 546-4000 Education: Florida Tech BS; Emory PhD",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Marilyn C. Link,Trustee,Florida Institute Of Technology,,,"Special Advisor, Link Foundation",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
"Edward W. Scott, Jr",Trustee,Florida Institute Of Technology,,,,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Malcolm R. Kirschenbaum,Trustee,Florida Institute Of Technology,,,"Counsel, GrayRobinson, P.APost Office Box 1870, Melbourne, FL 32902-1870",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
John T. Hartley,Trustee,Florida Institute Of Technology,,Auburn,,257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Bjernar K. Hermansen,Trustee,Florida Institute Of Technology,,,"President and Chief Executive Officer, Hermansen Group, Inc",257.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
Raymond A. Armstrong,Trustee,Florida Institute Of Technology,,,,256.0,,,106959904.0,Florida Institute Of Technology,133881.0,,,Trustee,True,
