Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Thomas J. Campbell,Trustee,Lehigh University,,,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Marinee G. Cabrera,Trustee,Lehigh University,,Lehigh 2005,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Robert L. Brown III,Trustee,Lehigh University,,,"Partner, PricewaterhouseCoopers",308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Denise M. Blew,Assistant Secretary,Lehigh University,,Lehigh 1978 BS,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Other Board Member
Dr. Nicholas P. Bigelow,Trustee,Lehigh University,,"Cornell 1980 BS. 198i MS, 1989 PhD",,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Peter E. Bennett,Trustee,Lehigh University,,Lehigh 1963 BS: Columbia 1967 MBA,"Chairman and Chief Executive Officer, Liberty Partners",308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Brad Eric SchelerL,Chairman,Lehigh University,,Lehigh 1974 BA: Hofstra 1977 JD,"Practice Group Leader, Bankruptcy and Restructuring, Fried, Frank, Harris, Shriver & Jacobson LLPOne New York Plaza, New York. NY 10004-1980",308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Board President
James M. Flanagan,Trustee,Lehigh University,,Lehigh 1980 BS,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Andrew C. Fiala,Trustee,Lehigh University,,Lehigh 1992 BS; Wharton 2000 MBA,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Joseph R. Perella.,Trustee,Lehigh University,,Lehigh 1964 BS; Harvard 1972 MBA,"Founding Partner and Chief Executive Officer, Perella Weinberg Partners LP767 Fifth Avenue, New York, NY 10153 O8C (LED)",308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Marc L. Paley,Trustee,Lehigh University,,Lehigh 1983 BS: Columbia 1987 MBA alisha zinned,"Chief Executive Officer (Acting), eFonds AG Member, Supervisory Board, eFonds AG",308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
John E. McGlade,Trustee,Lehigh University,,"Lehigh 1976 BS, 1980 MBA","Chairman, President and Chief Executive Officer, Air Products and Chemicals, Inc7201 Hamilton Boulevard, Allentown, PA 18195-1501",308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Mark V. Mactas,Trustee,Lehigh University,,Lehigh 1974 BA,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Paul N. Leitner.,Trustee,Lehigh University,,Lehigh 1976 BS. 1980 MBA,"Principal, The Leitner Thomas Group",308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Anne R. Kline.,Trustee,Lehigh University,,Lehigh 1981,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
Jane P. Jamieson,Vice Chairman,Lehigh University,,Lehigh 1975 BA: Boston U 1976 MS,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Board Vice President
Francis J. Ingrassia,Trustee,Lehigh University,,Lehigh 1975 BS,"Managing Director and Partner, Goldman, Sachs & Co200 West Street, New York, NY 10282",308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
James G. Hernjak,Trustee,Lehigh University,,Lehigh 1996 BS. 1997 MBA,,308.0,,,186143895.0,Lehigh University,213543.0,True,,,,Trustee
"Dr. Steven Filler, DDS",Trustee,Loma Linda University,,,"Associate Dean, Student, Alumni and External Affairs, School of Dentistry, University of Alabama at Birmingham 1530 Third Avenue South, Birmingham, AL 35294-1150 Tel: (205) 934-5424",309.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
Dr. Lisa M. Beardsley-Hardy,Trustee,Loma Linda University,,Loma Linda 1983 MPH; Hawaii 1989 PhD Claremont Grad 2006 MBA,,309.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Dr. Gina Brown, PhD",Trustee,Loma Linda University,,,"Dean, School of Health Professions, Science & Wellness, Washington Adventist University 7600 Flower Avenue, Takoma Park, MD 20912 Tel: (301) 891-4030",309.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
Robert G. Carmen,Trustee,Loma Linda University,,Colorado (Denver) MPA,,309.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
Lowell C. Cooper,Trustee,Loma Linda University,,Loma Linda MPH,"General Vice President, General Conference of Seventh-day Adventists 12501 Old Columbia Pike, Silver Spring, MD 20904-6600 Tel: (301) 680-6000",309.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Dr. Shirley Chang, PhD, RN",Trustee,Loma Linda University,,,,309.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Jere Chrispens, MA",Trustee,Loma Linda University,,,,309.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Christine E. Friestad, Esq.",Trustee,Loma Linda University,,Pacific Union BS; Arizona State JD,"Managing Partner, Friestad Law Firm, APC",310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
Ricardo B. Graham,Trustee,Loma Linda University,,,"President, Pacific Union Conference, Seventh-day Adventist Church",310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Dr. Richard H. Hart, MD",Trustee,Loma Linda University,,,,310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
Daniel R. Jackson,Vice Chairman,Loma Linda University,,,,310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Board Vice President
Robert E. Lemon,Trustee,Loma Linda University,,,"Treasurer, General Conference of Seventh-day Adventists",310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
Thomas L. Lemon,Trustee,Loma Linda University,,,"President, Mid-America Union Conference of Seventh-day Adventists",310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Dr. G. T. Ng, PhD",Trustee,Loma Linda University,,,,310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Dr. Judith L. ""Judy"" Storfjell, RN",Trustee,Loma Linda University,,"Walla Walla Col BS; Michigan MS, PhD","Executive Director, Institute for Healthcare Innovation, University of Illinois at Chicago",310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Max C. Torkelsen II, MPH",Trustee,Loma Linda University,,,"President, North Pacific Union Conference of Seventh-day Adventists",310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
Eric Tsao,Trustee,Loma Linda University,,,,310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"David ""Dave"" Weigley",Trustee,Loma Linda University,,,"President, Columbia Union Conference Seventh-day Adventists",310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Dr. David R. Williams, PhD",Trustee,Loma Linda University,,"Andrews 1979 MDiv; Loma Linda 1981 MPH; Michigan 1984 MA, 1986 PhD","Florence Sprague Norman and Laura Smart Norman Professor of Public Health, Department of Society, Human Development, and Health, Harvard School of Public Health",310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
"Dr. Ted N. C. Wilson, PhD",Trustee,Loma Linda University,,,,310.0,,,26347476.0,Loma Linda University,117636.0,True,,,,Trustee
Rosalind P. Walter,Trustee,Long Island University,,,"Executive Program and Education Committee Member, WNET-TV",313.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
"William R. ""Bill"" Nuti",Trustee,Long Island University,,Long Island 1986 BS,"Chairman and Chief Executive Officer. NCRI Corporation 2651 Satellite Boulevard, Duluth, GA 30096-5810 Tel: (937) 445-5000",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Joel Press,Trustee,Long Island University,,,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Thomas L. Pulling,Senior Vice Chairman,Long Island University,,Princeton 1961,"Managing Director, Citigroup Asset Management 1.51l",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Board Vice President
Rossana Rosado,Trustee,Long Island University,,,"Publisher and Chief Executive Officer, El Diario/La Prensa 345 Hudson Street, 13th Floor, New York. NY 10014 Tel: (212) 807-4680",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Edward E. Shorin,Trustee,Long Island University,,,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Harvey Simpson,Trustee,Long Island University,,,Vice Chairman. NAB Constuction,313.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Martin L. Sperberwcolasoso,Trustee,Long Island University,,,"Chairman and Chief Executive Officer, Schein Pharmaceuticals",313.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Dr. David J. Steinberg,Ex Officio Trustee,Long Island University,,,,313.0,,,138873065.0,Long Island University,192448.0,True,,,,"Trustee, Ex Officio"
Sharon Sternheim,Trustee,Long Island University,,,"President, Zitomer Pharmacy and Department Store",313.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Ronald J. Sylvestri,Trustee,Long Island University,,,"Senior Vice President and Regional Manager, Hudson Valley Bank",313.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Charles Zegar,Trustee,Long Island University,,,,313.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Richard P. Nespola,Trustee,Long Island University,,"Long Island 1967, 1973","Chairman, President and Chief Executive Officer, The Management Network Group, Inc7300 College Boulevard, Suite 302, Overland Park, KS 66210 Tel: (913) 345-9315",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Edward Travaglianti,Chairman of the Board,Long Island University,,St Francis Col (NY) 1970 BS,,313.0,,,138873065.0,Long Island University,192448.0,True,,,,Board President
"Daniel ""Danny"" Simmons, Jr.",Trustee,Long Island University,,NYU 1978 BA; Long Island 1985 MPFM,"President, Rush Arts Gallery",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Theresa Mall Mullarkey,Trustee,Long Island University,,,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Linda E. Amper,Trustee,Long Island University,,"Long Island 1978, 1985; Columbia Southern PhD","Senior Vice President, Human Resources, OSI Pharmaceuticals, Inc",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Rao Anumolu,Trustee,Long Island University,,,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Roger L. Bahnik,Trustee,Long Island University,,,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Stanley F. Barshay,Trustee,Long Island University,,Long Island 1960 BS,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Mark A. Boyar,Trustee,Long Island University,,Long Island 1965 BS,"President, Mark Boyar & Company",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
"John R. Bransfield, Jr",Trustee,Long Island University,,Mount St Mary's U 1963,"Executive Vice President, New York Community Bank (2003-2005)",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Michael P. Devine,Trustee,Long Island University,,Long Island 1968 BS B,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Michael N. Emmerman,Trustee,Long Island University,,Pace BBA; Long Island 1967 MBA,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Daniel B. Fisher,Trustee,Long Island University,,Long Island 1967 BS,"Owner, Fisher Brothers Manufacturing Jewelers",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Peter Gibson,Trustee,Long Island University,,Long Island 1982,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Michael P. Gutnick,Trustee,Long Island University,,Long Island 1968,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Steven S. Hornstein,Trustee,Long Island University,,Long Island BA,"Chief Executive Officer, Chief Investment Officer and Managing Member [Co-Founder]. Global Credit Advisers, LLC 18 101 Park Avenue, 26th Floor, New York, NY 10178 Tel: (212) 949-1625",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Alfred R. Kahn,Trustee,Long Island University,,Long Island 1984,"Chairman, Chief Executive Officer and Director4Kids Entertainment Inc",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Dr. Shirley Strum Kenny,Trustee,Long Island University,,Texas BA; Minnesota MA: Chicago PhD,"President, Augusta State University 2500 Walton Way, Augusta, GA 30904-2200 Tel: (706) 737-1440",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Eric Krasnoff,Trustee,Long Island University,,Columbia 1974 BA,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Michael Melnicke,Trustee,Long Island University,,,"Operator and Administrator, Rockaway Care Center",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Angelo Mangia,Trustee,Long Island University,,Georgetown 1975: St John's U (NY) 1978,"President and Chief Executive Officer, Standard Funding Corp335 Crossways Park Drive, Woodbury, NY 11797 Tel: (516) 364-2000",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Howard M. Lorber,Trustee,Long Island University,,"Long Island BA, MST","President and Chief Executive Officer, Vector Group Ltd100 SE Second Street, 32nd Floor, Miami, FL 33131 Tel: (305) 579-8000",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Brian Land,Trustee,Long Island University,,,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Leon Lachman,Trustee,Long Island University,,,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Steven J. Kumble,Secretary,Long Island University,,Yale 1954 BA,,312.0,,,138873065.0,Long Island University,192448.0,True,,,,Other Board Member
Salvatore Narov.d.v.,Trustee,Long Island University,,,"Co-Chief Executive Officer, Sailfish Capital Partners LLC 225 High Ridge Road, Suite 2, Stamford, CT 06905 Tel: (203) 614-3600",312.0,,,138873065.0,Long Island University,192448.0,True,,,,Trustee
Shelby Jones Walker,Board Member,Longwood University,,,,313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
Marianne M. Radcliff,Rector,Longwood University,,Longwood U 1992 BA; Bowling Green State 1993 MPA,"Affiliation: Vice President, Management, Kemper Consulting, Inc600 East Main Street, Suite 300, Richmond, VA 23219Tel: (804) 649-7945 Ext. 120",313.0,,,141448028.0,Longwood University,232566.0,False,,,,Other Board Member
Brad E. Schwartz,Board Member,Longwood University,,Lincoln U (MO) BA; Ball State MA,,313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
"Lacy Ward, Jr.",Board Member,Longwood University,,,,313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
Jane S. Maddux,Vice Rector,Longwood University,,,,313.0,,,141448028.0,Longwood University,232566.0,False,,,,Other Board Member
The Honorable John W. Daniel II,Board Member,Longwood University,,,"Affiliation: Partner, Richmond, VA Office, Troutman Sanders LLP",313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
"Edward I. Gordon, MD",Board Member,Longwood University,,,,313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
Eric Hansen,Board Member,Longwood University,,,,313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
Rita Berryman Hughes,Board Member,Longwood University,,,,313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
Thomas A. Johnson,Board Member,Longwood University,,,"Affiliation: President, Thomas A. Johnson Furniture Company1612 Concord Turnpike, Lynchburg, VA 24504",313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
Judi M. Lynch,Board Member,Longwood University,,,,313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
Stephen L. Mobley,Board Member,Longwood University,,,"Affiliation: Program Manager, Discovery Logic, Inc Member-at-Large1375 Piccard Drive, Rockville, MD 20850",313.0,,,141448028.0,Longwood University,232566.0,False,,,,Member
"Robert V. ""Bobby"" Yarborough",Board Member-at-Large,Louisiana State University System,,,"Chief Executive Officer and Co-Owner. Manda Fine Meats PO. Box 3374, Baton Rouge, LA 70821 Tel: (225) 344-7636",318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
J. Stephen Perry.,Board Member,Louisiana State University System,,"LSU BA, MA","President, New Orleans Metropolitan Convention and Visitors Bureau, Inc2020 Saint Charles Avenue, New Orleans, LA 70130",318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Ann Duplessis,Board Member,Louisiana State University System,,LSU,"Deputy Chief Administrative Officer (D). Office of the Mayor, City of New Orleans and Orleans Parish, Louisiana City Hall, 1300 Perdido Street, 8W03, Suite 2E04 New Orleans, LA 70112",318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
"Dr. John George, Jr",Board Member,Louisiana State University System,,,,318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Scott Ballard,Board Member,Louisiana State University System,,Tulane,,318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Stanley J. Jacobs,Board Member,Louisiana State University System,,,,318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Ronnie Anderson,Board Member,Louisiana State University System,,LSU,"Owner, Anderson Farms",318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Scott A. Angelle,Board Member,Louisiana State University System,,Southwestern Louisiana 1983 BSBA,,318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
"Garret ""Hank"" Danos",Chairman,Louisiana State University System,,LSU 1971 BS,"Chief Executive Officer, Danos & Curole Marine Contractors, Inc13083 Hwy 308. Larose, LA 70373",318.0,,,107341208.0,Louisiana State University System,,False,,,,Board President
"Jack E. Lawton, Jr",Board Member,Louisiana State University System,,,,318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Lee Mallett,Board Member,Louisiana State University System,,,,318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Justin T. Mannino,Board Member,Louisiana State University System,,,,318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Rolfe H. McCollister,Board Member,Louisiana State University System,,,"Publisher and Chief Executive Officer, Baton Rouge Business Report 445 North Boulevard, Suite 210. Baton Rouge, LA 70802",318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
"James W. Moore, Jr",Board Member,Louisiana State University System,,Northeast Louisiana 1971 BSBA,,318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
Benjamin W. Mount,Board Member,Louisiana State University System,,MeNeese State 1971 BS; LSU 1974 JD,"Attorney, Bergstedt & Mount 1011 Lakeshore Drive. Second Floor, Lake Charles, LA 70601 Tel: (337) 513-0863",318.0,,,107341208.0,Louisiana State University System,,False,,,,Member
