Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Michael B. Rothfeld,Trustee,Columbia University,,"Columbia 1969 BA, 1971 MBA, 1971 MS",,,,,,78577930.0,190150.0,True,,,,Trustee
Philip R. Reilly,Alumni-Elected Trustee,Cornell University,,Cornell 1969 AB; Columbia 1973 JD; Yale 1981 MD,"Chief Executive Officer, Interleukin Genetics, Inc(2000-2006)",,,,,205783295.0,190415.0,True,,,,Trustee
David J. Skorton,Ex Officio Trustee,Cornell University,,,,,,,,205783295.0,190415.0,True,,,,"Trustee, Ex Officio"
Donald C. Opatrny,Board-Elected Trustee,Cornell University,,Cornell 1974 AB; Chicago 1976 MBA,"Managing Director, Goldman, Sachs & Co",,,,,205783295.0,190415.0,True,,,,Trustee
Bruce S. Raynor,Board-Elected Trustee,Cornell University,,Cornell 1972 BS,"General President, UNITE HERE; Chairman, Amalgamated Bank 275 Seventh Avenue, New York, NY 10001-6708",,,,,205783295.0,190415.0,True,,,,Trustee
Jerold R. Ruderman,Gubernatorial-Appointed Trustee,Cornell University,,"Cornell 1964 AB, 1967 JD","Attorney, Wilson, Elser, Moskowitz, Edelman & D nositA coa Dicker LLP 150 East 42nd Street, New York, NY 10017-5639",,,,,205783295.0,190415.0,True,,,,Trustee
Irene B. Rosenfeld,Board-Elected Trustee,Cornell University,,"Cornell 1975 BA, 1977 MS, 1980 PhD","Chairman and Chief Executive Officer, Kraft Foods IncThree Lakes Drive, Northfield, IL 60093-2753 met",,,,,205783295.0,190415.0,True,,,,Trustee
David Fischell,Board-Elected Trustee,Cornell University,,,,,,,,205783295.0,190415.0,True,,,,Trustee
Sherri Stuewer,Board-Elected Trustee,Cornell University,,,"Vice President, Safety, Health and Environment, Exxon Mobil Corporation 5959 Las Colinas Boulevard, Irving, TX 75039-2298",,,,,205783295.0,190415.0,True,,,,Trustee
David A. Paterson,Ex Officio Trustee,Cornell University,,,"Governor (D), State of New York State Capitol, Albany, NY 12224",,,,,205783295.0,190415.0,True,,,,"Trustee, Ex Officio"
Ratan N. Tata,Board-Elected Trustee,Cornell University,,Cornell 1962 BS; Harvard 1975 AMP,"Chairman, Tata Steel Limited Bombay House, 24 Homi Mody Street, Mumbai, 400 001 India",,,,,205783295.0,190415.0,True,,,,Trustee
Martin Y. Tang,Board-Elected Trustee,Cornell University,,Cornell 1970 BS; MIT MSc,"Managing Director, Officers and Management Jardine House, 1 Connaught Place, Room 4013-19, Hong Kong, China SAR",,,,,205783295.0,190415.0,True,,,,Trustee
Lisa Skeete Tatum,Trustee,Cornell University,,,,,,,,205783295.0,190415.0,True,,,,Trustee
Michael J. Walsh,Student-Elected Trustee,Cornell University,,,Nonprofit Sector Yellow BooK,,,,,205783295.0,190415.0,True,,,,Trustee
Sheryl WuDunn,Board-Elected Trustee,Cornell University,,Cornell 1981 AB; Harvard 1986 MBA; Princeton 1988 MPA,"Anchor and Principal Writer, Page One, Discovery Times Channel, Discovery Networks",,,,,205783295.0,190415.0,True,,,,Trustee
Philip M. Young,Board-Elected Trustee,Cornell University,,Cornell 1962 BME; George Washington MS; Harvard 1971 MBA,"General Partner, U.S. Venture Partners",,,,,205783295.0,190415.0,True,,,,Trustee
Craig Yunker,Board-Elected Trustee,Cornell University,,Cornell 1972 BS,,,,,,205783295.0,190415.0,True,,,,Trustee
Michael J. Zak,Trustee,Cornell University,,Cornell 1975 BS; Harvard 1981 MBA,,,,,,205783295.0,190415.0,True,,,,Trustee
Jan Rock Zubrow,Vice Chairman,Cornell University,,Cornell 1977 AB; Harvard 1981 MBA,"Venture Partner, Radius Ventures, LLC",,,,,205783295.0,190415.0,True,,,,Board Vice President
Lubna Suliman Olayan,Trustee,Cornell University,,,,,,,,205783295.0,190415.0,True,,,,Trustee
Peter J. Nolan,Board-Elected Trustee,Cornell University,,"Cornell 1980 BS, 1982 MBA","Managing Partner, Leonard Green & Partners, L.P011111 Santa Monica Boulevard, Suite 2000, Los Angeles, CA 90025",,,,,205783295.0,190415.0,True,,,,Trustee
Andrew H. Tisch,Board-Elected Trustee,Cornell University,,Cornell 1971 BS; Harvard 1977 MBA,"Co-Chairman of the Board [Chairman of the Executive Committee], Loews Corporation 667 Madison Avenue, New York, NY 10065",,,,,205783295.0,190415.0,True,,,,Trustee
Carolyn Chauncey Neuman,Board-Elected Trustee,Cornell University,,Cornell 1964 BS,,,,,,205783295.0,190415.0,True,,,,Trustee
John A. Noble,Board-Elected Trustee,Cornell University,,Cornell 1976 BS,"President and Chief Executive Officer, Synergy, LLC
Tel: (585) 584-3122",,,,,205783295.0,190415.0,True,,,,Trustee
Robert J. Katz,Board-Elected Trustee,Cornell University,,Cornell 1969 AB; Harvard 1972 JD,"Senior Director, Goldman, Sachs & Co85 Broad Street, New York, NY 10004",,,,,205783295.0,190415.0,True,,,,Trustee
Robert S. Harrison,Vice Chairman,Cornell University,,"Cornell 1976 AB; Oxford (UK) 1978 MA; I
Yale 1981 JD","Attorney, Davis Polk & Wardwell; Partner and Managing I
Director, Goldman, Sachs & Co",,,,,205783295.0,190415.0,True,,,,Board Vice President
David W. Zalaznick,Vice Chairman,Cornell University,,Cornell 1976 BS; Columbia 1978 MBA,"Managing Principal, The Jordan Company, LP; Principal, Jordan Zalaznick Capital Company",,,,,205783295.0,190415.0,True,,,,Board Vice President
Robert L. Ryan,Board-Elected Trustee,Cornell University,,Wayne State 1966 BS; Cornell 1968 MS; Harvard 1970 MBA,"Senior Vice President and Chief Financial Officer, Medtronic, Inc. (1993-2005)",,,,,205783295.0,190415.0,True,,,,Trustee
Sheldon Silver,Ex Officio Trustee,Cornell University,,Yeshiva; Brooklyn Law,"Assembly Member (D), New York State Assembly 250 Broadway, Suite 2307, New York, NY 10007",,,,,205783295.0,190415.0,True,,,,"Trustee, Ex Officio"
Ronald G. Ehrenberg,Faculty-Elected Trustee,Cornell University,,,"Irving M. Ives Professor of Industrial and Labor Relations and Economics, Cornell University",,,,,205783295.0,190415.0,True,,,,Trustee
Miguel A. Ferrer,Board-Elected Trustee,Cornell University,,"Cornell 1959 BA, 1961 MBA","President and Chief Executive Officer, Puerto Rico, UBS Paine Webber Inc",,,,,205783295.0,190415.0,True,,,,Trustee
Samuel C. Fleming,Vice Chairman,Cornell University,,Cornell 1962 BChE; Harvard 1967 MBA,"Chairman Emeritus, Decision Resources, Inc",,,,,205783295.0,190415.0,True,,,,Board Vice President
Cheryl A. Francis,Alumni-Elected Trustee,Cornell University,,Cornell 1976 BS; Chicago 1978 MBA,"Vice Chairman, Corporate Leadership Center",,,,,205783295.0,190415.0,True,,,,Trustee
Blanche Savin Goldenberg,Board-Elected Trustee,Cornell University,,,"Chairman, Hartford Foundation for Public Giving (1999-2002)",,,,,205783295.0,190415.0,True,,,,Trustee
"Kenneth A. ""Ken"" Goldman",Board-Elected Trustee,Cornell University,,Cornell 1971 BS; Harvard 1974 MBA,"Chief Financial Officer, Fortinet, Inc. brB 16
1090 Kifer Road, Sunnyvale, CA 94086",,,,,205783295.0,190415.0,True,,,,Trustee
Paul A. Gould,Board-Elected Trustee,Cornell University,,Fairleigh Dickinson 1975 BS,"Managing Director, Allen & Company Incorporated
711 Fifth Avenue. New York, NY 10022",,,,,205783295.0,190415.0,True,,,,Trustee
William V. Eaton,Trustee,Cornell University,,,,,,,,205783295.0,190415.0,True,,,,Trustee
Katherine H. Duch,Trustee,Cornell University,,,,,,,,205783295.0,190415.0,True,,,,Trustee
Stephen J. Ettinger,Trustee,Cornell University,,,,,,,,205783295.0,190415.0,True,,,,Trustee
Karen Rupert Keating,Board-Elected Trustee,Cornell University,,Cornell 1976 AB,"Managing Director, JPMorgan Chase & Co270 Park Avenue, New York, NY 10017-2070",,,,,205783295.0,190415.0,True,,,,Trustee
Marcus H. Loo,Alumni-Elected Trustee,Cornell University,,"Cornell 1977 BS, 1981 MD","Clinical Associate Professor of Urology, Joan and
Sanford I. Weill Medical College of Cornell University, Cornell noitsoubit
University
1300 York Avenue, New York, NY 10065",,,,,205783295.0,190415.0,True,,,,Trustee
Beth McKinney,Employee-Elected Trustee,Cornell University,,Cornell 1961 BME; Harvard 1964 MBA,"President and Chief Executive Officer, HM
International, Inc",,,,,205783295.0,190415.0,True,,,,Trustee
Jill N. Lerner,Alumni-Elected Trustee,Cornell University,,Cornell 1975 BArch,"Principal, Kohn Pedersen Fox Associates PC
111 West 57th Street, New York, NY 10019",,,,,205783295.0,190415.0,True,,,,Trustee
N. R. Narayana Murthy,Board-Elected Trustee,Cornell University,,"Mysore (India) 1967 BE;
Indian Inst Tech (India) 1969 MT","Chairman and Chief Mentor, Infoss Technologies
Limited
Electronics City, Hour Road, Bangalore, 560 100,
Karnataka, India",,,,,205783295.0,190415.0,True,,,,Trustee
Howard P. Milstein,Board-Elected Trustee,Cornell University,,"Cornell 1973 BA; Harvard 1977 JD, 1977 MBA","Co-Chairman, President and Chief Executive Officer,
Emigrant Bank
Five East 42nd Street, New York, NY 10017-6994",,,,,205783295.0,190415.0,True,,,,Trustee
Elizabeth D. Moore,Board-Elected Trustee,Cornell University,,Cornell 1975 BS; St John's U (NY) JD,"Co-Chair, Diversity Action Committee, Nixon mela 9 loving?
Peabody LLP
437 Madison Avenue, New York, NY 10022",,,,,205783295.0,190415.0,True,,,,Trustee
Denis M. Hughes,Board-Elected Trustee,Cornell University,,SUNY (Empire State) BS,"President, New York State AFL-CIO",,,,,205783295.0,190415.0,True,,,,Trustee
Kevin M. McGovern,Board-Elected Trustee,Cornell University,,Cornell 1970 AB; St John's U (NY) JD,"Chairman and Chief Executive Officer, McGovern
Capital LLC
One Lafayette Place, Greenwich, CT 06830-5449",,,,,205783295.0,190415.0,True,,,,Trustee
T. J. Rodgers,Trustee,Dartmouth College,,"Dartmouth 1970 BS; Stanford 1973 MS, 1975 PhD","President and Chief Executive Officer, Cypress Semiconductor Corporation",,,,,107672454.0,182670.0,True,,,,Trustee
John A. Rich,Trustee,Dartmouth College,,Dartmouth 1980 BA; Duke 1984 MD; Harvard 1990 MPH,"Director, Center for Academic Public Health Practice and Chair, Department of Health Management and Policy, Drexel University",,,,,107672454.0,182670.0,True,,,,Trustee
Sherri C. Oberg,Trustee,Dartmouth College,,Dartmouth 1982 AB; Amos Tuck 1986 MBA,"President, Chief Executive Officer and Co-Founder, Acusphere, Inc",,,,,107672454.0,182670.0,True,,,,Trustee
"Albert G. Mulley, Jr",Trustee,Dartmouth College,,"Dartmouth 1970 AB; Harvard 1975 MPP, 1975 MD","Chief, General Medicine Division and Director, Medical Practices Evaluation Center, Massachusetts General Hospital",,,,,107672454.0,182670.0,True,,,,Trustee
"Stephen F. Mandel, Jr",Trustee,Dartmouth College,,Dartmouth 1978; Harvard 1982 MBA,,,,,,107672454.0,182670.0,True,,,,Trustee
John H. Lynch,Ex Officio Trustee,Dartmouth College,,New Hampshire BA; Harvard 1979 MBA; Georgetown 1983 JD,"Governor (D), State of New Hampshire",,,,,107672454.0,182670.0,True,,,,"Trustee, Ex Officio"
Peter Mark Robinson,Trustee,Dartmouth College,,Dartmouth 1979 AB; Oxford (UK) 1982 BA; Stanford 1990 MBA,"Fellow, The Hoover Institution",,,,,107672454.0,182670.0,True,,,,Trustee
Todd J. Zywicki,Trustee,Dartmouth College,,Clemson 1990 MA; Dartmouth 1988 AB; Virginia 1993 JD,"Professor of Law, School of Law, George Mason University",,,,,107672454.0,182670.0,True,,,,Trustee
"Steven ""Steve"" Roth",Trustee,Dartmouth College,,Dartmouth 1962 AB; Amos Tuck 1963 MBA,"Chairman and Chief Executive Officer, Vornado Realty Trust",,,,,107672454.0,182670.0,True,,,,Trustee
"Charles Edgar Haldeman, Jr",Chairman,Dartmouth College,,"Dartmouth 1970 AB; Harvard 1974 MBA, 1974 JD",,,,,,107672454.0,182670.0,True,,,,Board President
Stephen F. Smith,Trustee,Dartmouth College,,Dartmouth 1988 BA; Virginia 1992 JD,,,,,,107672454.0,182670.0,True,,,,Trustee
Karen C. Francis,Trustee,Dartmouth College,,Dartmouth 1984 AB; Harvard 1989 MBA,"Vice President; President and Chief Executive Officer, ConsumerConnect, Ford Motor Company",,,,,107672454.0,182670.0,True,,,,Trustee
James E. Wright,Trustee,Dartmouth College,,,,,,,,107672454.0,182670.0,True,,,,Trustee
John J. Donahoell.o.,Trustee,Dartmouth College,,Dartmouth 1982 AB; Stanford 1986 MBA,"President and Chief Executive Officer, eBay Inc.",,,,,107672454.0,182670.0,True,,,,Trustee
Christine Burley Bucklin,Trustee,Dartmouth College,,Dartmouth 1984 AB; Stanford 1988 MBA,"Chief Operating Officer, Internet Brands, Inc",,,,,107672454.0,182670.0,True,,,,Trustee
Jose W. Fernandez,Trustee,Dartmouth College,,Dartmouth 1977 AB; Columbia 1980 JD; Dartmouth 2002 MA,,,,,,107672454.0,182670.0,True,,,,Trustee
Diana L. Taylor,Trustee,Dartmouth College,,"Dartmouth 1977 AB; Columbia 1980 MBA, MPH","Managing Director, Wolfensohn & Company, L.L.C, 1350 Avenue of the Americas, 29th Floor, New York, NY 10019",,,,,107672454.0,182670.0,True,,,,Trustee
Michael Chu,Trustee,Dartmouth College,,Dartmouth 1968 AB; Harvard 1976 MBA,,,,,,107672454.0,182670.0,True,,,,Trustee
Russell L. Carson,Trustee,Dartmouth College,,Dartmouth 1965 AB; Columbia 1967 MBA,"Senior Partner and Founding Partner, Pegasus Capital Advisors, L.P",,,,,107672454.0,182670.0,True,,,,Trustee
R. Bradford Evans,Trustee,Dartmouth College,,Dartmouth 1964 AB; Columbia 1970 MBA,"Managing Director, Investment Banking Division, Morgan Stanley",,,,,107672454.0,182670.0,True,,,,Trustee
Pamela J. Joyner,Trustee,Dartmouth College,,Dartmouth 1979 AB; Harvard 1984 MBA,"Founder and Managing Partner, Avid Partners LLC",,,,,107672454.0,182670.0,True,,,,Trustee
Jeffrey R. Immelt,Trustee,Dartmouth College,,Dartmouth 1978 BS; Harvard 1982 MBA,"Chairman and Chief Executive Officer, General Electric Company",,,,,107672454.0,182670.0,True,,,,Trustee
Leon D. Black,Trustee,Dartmouth College,,Dartmouth 1973 AB; Harvard 1975 MBA,,,,,,107672454.0,182670.0,True,,,,Trustee
Manuel N. Stamatakis,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Stephen A. Sheller,Trustee,Drexel University,,"Pennsylvania, LLB. JD",,,,,,72816309.0,212054.0,True,,,,Trustee
Nicholas S. Schorsch,Trustee,Drexel University,,,"Vice Chairman, President and Chief Executive Officer, American Financial Realty Trust",,,,,72816309.0,212054.0,True,,,,Trustee
Anthony M. Santomero,Trustee,Drexel University,,Fordham 1968 AB; Brown 1971 PhD,,,,,,72816309.0,212054.0,True,,,,Trustee
Richard A. Hayne,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Stanley W. Silverman,Trustee,Drexel University,,"Drexel 1969 BSChE, 1974 MBA","President and Chief Executive Officer, PO Corporation (2000-2005)",,,,,72816309.0,212054.0,True,,,,Trustee
D. Howard Pierce,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
"George F. Krall, Jr.",Trustee,Drexel University,,Drexel 1958,,,,,,72816309.0,212054.0,True,,,,Trustee
"Charles K. ""Charlie"" Valutas",Trustee,Drexel University,,Drexel 1973 BS,"Senior Vice President and Chief Administrative Officer, Sunoco. Inc. (2000-2008)",,,,,72816309.0,212054.0,True,,,,Trustee
Abbie Dean,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
The Honorable Ida K. Chen,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Buntzie Ellis Churchil,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Walter W. Straub,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Maria Mascioli chariton,Trustee,Drexel University,,,"Chief Financial Officer, The Edmar Abrasive ellivell .A bisnon Company",,,,,72816309.0,212054.0,True,,,,Trustee
Charles P. Pizzi,Trustee,Drexel University,,La Salle BBA; Pennsylvania 1998 MS,,,,,,72816309.0,212054.0,True,,,,Trustee
Gerianne Tringali DiPiano,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Richard J. DePiano,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
John R. Panichello,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Constantine N. Papadakis,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Nicholas DeBenedictis,Trustee,Drexel University,,"Drexel 1968, 1969",,,,,,72816309.0,212054.0,True,,,,Trustee
Jeffrey P. Orleans,Trustee,Drexel University,,Drexel 1970,,,,,,72816309.0,212054.0,True,,,,Trustee
Robert J. Drummond,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Dominic J. Frederico,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Richard A. Greenawalt,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
"Mary R. ""Nina"" Henderson",Trustee,Drexel University,,Drexel BS; NYU MBA,,,,,,72816309.0,212054.0,True,,,,Trustee
Brian Ford,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Joseph H. Jacovini,Trustee,Drexel University,,Holy Cross Col 1962 AB; Harvard 1965 LLB; Villanova 1967 MA,,,,,,72816309.0,212054.0,True,,,,Trustee
Mano!,Trustee,Drexel University,,Virginia Military Inst BA,,,,,,72816309.0,212054.0,True,,,,Trustee
Hugh Calvin Long IL!,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
John A. Nyheim,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Denis P. O'Brien,Trustee,Drexel University,,Rutgers; Drexel,,,,,,72816309.0,212054.0,True,,,,Trustee
Donna Gentile O'Donnell,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Patricia Imbesi,Trustee,Drexel University,,,,,,,,72816309.0,212054.0,True,,,,Trustee
Brandon J. Goodwin,Trustee,Duke University,,Duke 2006 BA,,,,,,170897317.0,198419.0,True,,,,Trustee
David R. Gergen,Trustee,Duke University,,Yale 1963 AB; Harvard 1967 LLB,"Professor of Public Service, John F. Kennedy School of Government",,,,,170897317.0,198419.0,True,,,,Trustee
Thomas M. Gorrie,Trustee,Duke University,,"Rutgers 1967 BA; Princeton 1972 MS, PhD","Vice President, Alexander & Associates, Inc",,,,,170897317.0,198419.0,True,,,,Trustee
Kimberly J. Jenkins,Trustee,Duke University,,,,,,,,170897317.0,198419.0,True,,,,Trustee
Bruce A. Karsh,Trustee,Duke University,,,"President and Principal, Oaktree Capital Management, LLC",,,,,170897317.0,198419.0,True,,,,Trustee
Benjamin Kennedy,Trustee,Duke University,,Duke 2000 BA,"Consultant, Bain & Company, Inc",,,,,170897317.0,198419.0,True,,,,Trustee
J. J. Kiser III,Trustee,Duke University,,,,,,,,170897317.0,198419.0,True,,,,Trustee
"Marguerite W. ""Sallee"" Kondracke",Trustee,Duke University,,,"President and Chief Executive Officer, America's Promise - The Alliance for Youth",,,,,170897317.0,198419.0,True,,,,Trustee
Michael Marsicano,Trustee,Duke University,,"Duke BS, MEd, PhD","President and Chief Executive Officer, Foundation For The Carolinas",,,,,170897317.0,198419.0,True,,,,Trustee
David M. Rubenstein,Trustee,Duke University,,Duke 1970; Chicago 1973 JD,"Founding Partner and Managing Director, The Carlyle Group",,,,,170897317.0,198419.0,True,,,,Trustee
Clarence G. Newsome,Trustee,Duke University,,,,,,,,170897317.0,198419.0,True,,,,Trustee
Nancy A. Nasher,Trustee,Duke University,,,,,,,,170897317.0,198419.0,True,,,,Trustee
